id,source,target,relation_type,description,interpretation_note,strength
JN_E41,JC_abandonment,NUM_2,jung_numer_parallel,버림받음 콤플렉스와 생명수 2. 관계 의존.,생명수 2의 그림자는 버림받음 공포.,strong
JN_E42,JC_money,NUM_8,jung_numer_parallel,돈 콤플렉스와 생명수 8. 물질에 대한 집착.,생명수 8의 불균형은 돈 콤플렉스.,strong
JN_E43,JC_money,NUM_4,jung_numer_parallel,돈 콤플렉스와 생명수 4. 안정에 대한 집착.,생명수 4의 그림자는 물질 집착.,moderate
JN_E44,JC_inflation,NUM_1,jung_numer_parallel,인플레이션과 생명수 1. 과대한 자아.,생명수 1의 그림자는 자기중심성.,moderate
JN_E45,JC_puer,NUM_5,jung_numer_parallel,푸에르 콤플렉스와 생명수 5. 헌신 회피.,생명수 5의 그림자는 책임 회피.,strong
JN_E46,JC_senex,NUM_4,jung_numer_parallel,세넥스 콤플렉스와 생명수 4. 경직성.,생명수 4의 그림자는 과도한 구조화.,moderate
JN_E47,PY_1,JA_hero,jung_numer_parallel,개인년 1과 영웅 원형. 둘 다 새로운 시작.,개인년 1은 영웅의 여정 시작.,strong
JN_E48,PY_7,JA_wise_old_man,jung_numer_parallel,개인년 7과 현자 원형. 둘 다 내면 탐구.,개인년 7은 현자와의 대화 시기.,strong
JN_E49,PY_9,JA_self,jung_numer_parallel,개인년 9와 자기 원형. 둘 다 완성과 통합.,개인년 9는 한 주기의 개성화 완성.,strong
JN_E50,PY_11,JA_wise_old_man,jung_numer_parallel,개인년 11과 현자 원형. 둘 다 영적 각성.,개인년 11은 영적 현자의 해.,strong
