id,source,target,relation,category,harmony_score,description_ko,insight_template
ICHING_ASTRO_020,hexagram_11_tai,zodiac_taurus,energy_resonance,hexagram_zodiac,0.93,"지천태(地天泰) 11번 괘는 황소자리의 안정과 풍요 에너지와 공명합니다. 하늘과 땅이 교류하여 만물이 번성하는 태평의 상으로, 황소자리의 물질적 풍요와 조화로운 안정이 태괘의 번영과 일치합니다.","{name}님의 지천태(泰)는 황소자리의 번영 에너지와 공명합니다. 조화와 소통이 이루어져 모든 것이 번성하는 길한 시기입니다."
ICHING_ASTRO_021,hexagram_30_ri,zodiac_leo,energy_resonance,hexagram_zodiac,0.92,"리위화(離爲火) 30번 괘는 사자자리의 빛나는 화려함 에너지와 강하게 공명합니다. 두 개의 불이 서로 비추듯, 사자자리의 태양적 빛과 창조적 열정이 리괘의 밝음과 문명, 아름다움의 상징과 일치합니다.","{name}님의 리위화(離)는 사자자리의 빛나는 에너지와 공명합니다. 밝은 인식과 화려한 표현력이 최고조에 달하는 시기입니다."
ICHING_ASTRO_022,hexagram_29_gam,zodiac_scorpio,energy_resonance,hexagram_zodiac,0.90,"감위수(坎爲水) 29번 괘는 전갈자리의 심층적 위험과 변환 에너지와 공명합니다. 겹겹이 쌓인 험난한 물의 위험이 전갈자리의 어둠 속 변환의 힘과 일치하며, 위기를 통한 성장의 원형을 공유합니다.","{name}님의 감위수(坎)는 전갈자리의 변환 에너지와 공명합니다. 위험 속에서도 두려움 없이 나아가는 용기가 돌파구입니다."
ICHING_ASTRO_023,hexagram_51_jin,zodiac_aries,energy_resonance,hexagram_zodiac,0.91,"진위뢰(震爲雷) 51번 괘는 양자리의 폭발적 시작 에너지와 공명합니다. 두 개의 천둥이 겹쳐 일어나듯, 양자리의 갑작스러운 행동력과 선구적 충격이 진괘의 각성과 두려움 속 성장의 원형과 일치합니다.","{name}님의 진위뢰(震)는 양자리의 폭발적 에너지와 공명합니다. 갑작스러운 각성과 새로운 시작이 삶을 흔들어 깨웁니다."
ICHING_ASTRO_024,hexagram_57_son,zodiac_gemini,energy_resonance,hexagram_zodiac,0.88,"손위풍(巽爲風) 57번 괘는 쌍둥이자리의 유연한 소통 에너지와 공명합니다. 바람이 모든 곳에 스며들듯, 쌍둥이자리의 민첩한 지적 침투력과 적응적 커뮤니케이션이 손괘의 겸손한 침투의 원형과 일치합니다.","{name}님의 손위풍(巽)은 쌍둥이자리의 소통 에너지와 공명합니다. 부드럽고 유연한 접근이 상황을 호전시킵니다."
ICHING_ASTRO_025,hexagram_52_gan,zodiac_capricorn,energy_resonance,hexagram_zodiac,0.92,"간위산(艮爲山) 52번 괘는 염소자리의 견고한 절제 에너지와 강하게 공명합니다. 산이 굳건히 서서 움직이지 않듯, 염소자리의 절제와 인내, 구조적 안정이 간괘의 멈춤과 수양의 지혜와 일치합니다.","{name}님의 간위산(艮)은 염소자리의 절제 에너지와 공명합니다. 적절히 멈추고 자기를 성찰하는 것이 현재 가장 큰 힘입니다."
ICHING_ASTRO_026,hexagram_58_tae,zodiac_libra,energy_resonance,hexagram_zodiac,0.89,"태위택(兌爲澤) 58번 괘는 천칭자리의 사교적 조화 에너지와 공명합니다. 두 연못이 서로 기쁨을 나누듯, 천칭자리의 아름다운 교류와 사교적 즐거움이 태괘의 기쁨과 소통의 원형과 일치합니다.","{name}님의 태위택(兌)은 천칭자리의 사교 에너지와 공명합니다. 즐거운 교류와 조화로운 소통이 행운을 가져옵니다."
ICHING_ASTRO_027,trigram_geon,element_fire,elemental_bridge,trigram_element,0.90,"건괘(☰)는 서양 점성술의 불 원소와 연결됩니다. 건의 순양 에너지가 불의 상승하는 열기와 빛, 창조적 의지와 공명하며, 양자리-사자자리-사수자리의 불의 삼합과 건괘의 창조적 힘이 동일한 원형을 공유합니다.","{name}님의 건괘(☰)와 불 원소의 결합은 강력한 창조적 의지를 나타냅니다. 능동적 행동과 영감이 핵심 에너지입니다."
ICHING_ASTRO_028,trigram_gon,element_earth,elemental_bridge,trigram_element,0.95,"곤괘(☷)는 서양 점성술의 땅 원소와 가장 직접적으로 연결됩니다. 대지의 수용성과 안정감이 황소자리-처녀자리-염소자리의 실용적 물질 에너지와 정확히 일치하며, 곤의 어머니적 양육이 땅의 풍요와 공명합니다.","{name}님의 곤괘(☷)와 땅 원소의 결합은 견고한 현실적 기반을 나타냅니다. 인내와 실용적 접근이 성공의 비결입니다."
ICHING_ASTRO_029,trigram_jin,element_fire,elemental_bridge,trigram_element,0.88,"진괘(☳ 우레)는 목(木)의 성질을 지니지만, 서양의 불 원소와도 강하게 공명합니다. 번개의 불꽃과 폭발적 에너지가 양자리의 화성적 행동력과 일치하며, 새로운 생명을 깨우는 봄의 우레가 불의 시작 에너지와 연결됩니다.","{name}님의 진괘(☳)와 불 원소의 결합은 폭발적 행동 에너지를 나타냅니다. 갑작스러운 영감과 용기 있는 행동이 돌파구입니다."
ICHING_ASTRO_030,trigram_son,element_air,elemental_bridge,trigram_element,0.91,"손괘(☴ 바람)는 목(木)의 성질을 지니며, 서양의 공기 원소와 자연스럽게 연결됩니다. 바람의 유동성과 소통, 침투력이 쌍둥이자리-천칭자리-물병자리의 지적 교류와 사회적 소통 에너지와 일치합니다.","{name}님의 손괘(☴)와 공기 원소의 결합은 유연한 소통 에너지를 나타냅니다. 지적 교류와 유연한 적응이 현재 중요합니다."
ICHING_ASTRO_031,trigram_gam,element_water,elemental_bridge,trigram_element,0.96,"감괘(☵ 물)는 서양 점성술의 물 원소와 가장 직접적으로 연결됩니다. 물의 깊이와 흐름, 감정적 직관이 게자리-전갈자리-물고기자리의 감정적 심층 에너지와 정확히 일치하며, 위험 속 지혜가 물의 변환력과 공명합니다.","{name}님의 감괘(☵)와 물 원소의 결합은 깊은 감정적 통찰을 나타냅니다. 직관을 신뢰하고 감정의 흐름을 따르세요."
ICHING_ASTRO_032,trigram_ri,element_fire,elemental_bridge,trigram_element,0.94,"리괘(☲ 불)는 서양 점성술의 불 원소와 가장 직접적으로 연결됩니다. 밝히고 비추는 불의 속성이 사자자리의 태양적 빛과 정확히 일치하며, 문명과 아름다움의 불이 불 원소의 창조적 영감과 공명합니다.","{name}님의 리괘(☲)와 불 원소의 결합은 밝은 의식과 열정을 나타냅니다. 창조적 영감과 명료한 인식이 최고조입니다."
ICHING_ASTRO_033,trigram_gan,element_earth,elemental_bridge,trigram_element,0.93,"간괘(☶ 산)는 서양 점성술의 땅 원소와 강하게 연결됩니다. 산의 견고함과 부동의 안정이 염소자리의 구조적 인내와 정확히 일치하며, 멈춤의 지혜가 땅 원소의 실용적 절제와 공명합니다.","{name}님의 간괘(☶)와 땅 원소의 결합은 견고한 안정과 절제를 나타냅니다. 움직이지 않는 산처럼 중심을 지키는 것이 힘입니다."
ICHING_ASTRO_034,trigram_tae,element_air,elemental_bridge,trigram_element,0.87,"태괘(☱ 연못)는 금(金)의 성질을 지니며, 서양의 공기 원소와도 연결됩니다. 연못의 기쁨과 교류가 천칭자리의 사교적 소통과 일치하며, 말과 대화를 통한 즐거움이 공기 원소의 커뮤니케이션 에너지와 공명합니다.","{name}님의 태괘(☱)와 공기 원소의 결합은 즐거운 소통 에너지를 나타냅니다. 대화와 교류를 통한 기쁨이 현재 핵심입니다."
ICHING_ASTRO_035,hexagram_24_bok,zodiac_capricorn,seasonal_cycle,hexagram_season,0.90,"지뢰복(地雷復) 24번 괘는 동지(冬至)의 에너지로, 염소자리의 시작과 일치합니다. 가장 어두운 때에 첫 양의 기운이 돌아오듯, 염소자리의 동지점에서 새로운 빛이 시작되는 우주적 전환의 순간을 공유합니다.","{name}님의 지뢰복(復)은 동지점의 염소자리 에너지와 공명합니다. 가장 어두운 순간에 빛이 돌아오기 시작합니다. 인내하세요."
ICHING_ASTRO_036,hexagram_44_gu,zodiac_cancer,seasonal_cycle,hexagram_season,0.89,"천풍구(天風姤) 44번 괘는 하지(夏至)의 에너지로, 게자리의 시작과 일치합니다. 가장 밝은 때에 첫 음의 기운이 스며들기 시작하듯, 게자리의 하지점에서 수용과 내면화가 시작되는 전환의 순간을 공유합니다.","{name}님의 천풍구(姤)는 하지점의 게자리 에너지와 공명합니다. 절정의 순간에 변화의 씨앗이 들어옵니다. 겸손히 받아들이세요."
ICHING_ASTRO_037,hexagram_19_rim,zodiac_aquarius,seasonal_cycle,hexagram_season,0.86,"지택림(地澤臨) 19번 괘는 음력 12월(대한 전후)의 에너지로, 물병자리의 시기와 공명합니다. 양의 기운이 점차 커지며 새로운 시대를 준비하듯, 물병자리의 혁신적 비전이 림괘의 다가감과 임함의 에너지와 연결됩니다.","{name}님의 지택림(臨)은 물병자리의 혁신 에너지와 공명합니다. 새로운 가능성이 다가오고 있으니 적극적으로 맞이하세요."
ICHING_ASTRO_038,hexagram_34_daejang,zodiac_aries,seasonal_cycle,hexagram_season,0.91,"뇌천대장(雷天大壯) 34번 괘는 춘분 전후의 에너지로, 양자리의 시작과 일치합니다. 양의 기운이 크게 성장하여 힘차게 전진하듯, 양자리의 폭발적 시작 에너지가 대장괘의 강건한 전진력과 일치합니다.","{name}님의 뇌천대장(大壯)은 양자리의 강건한 전진 에너지와 공명합니다. 힘이 넘치는 시기이지만 올바른 방향을 유지하세요."
ICHING_ASTRO_039,hexagram_20_gwan,zodiac_virgo,seasonal_cycle,hexagram_season,0.87,"풍지관(風地觀) 20번 괘는 추분 전후의 에너지로, 처녀자리의 분석적 성찰과 공명합니다. 높은 곳에서 아래를 관조하듯, 처녀자리의 세밀한 분석력과 자기 성찰이 관괘의 관찰과 성찰의 지혜와 일치합니다.","{name}님의 풍지관(觀)은 처녀자리의 성찰 에너지와 공명합니다. 높은 시각에서 전체를 관조하고 세밀히 분석할 때입니다."
ICHING_ASTRO_040,hexagram_63_gije,zodiac_pisces,seasonal_cycle,hexagram_season,0.88,"수화기제(水火旣濟) 63번 괘는 물고기자리의 완결과 통합 에너지와 공명합니다. 물과 불이 이미 올바른 자리에 있어 완성된 상태를 나타내며, 물고기자리가 12궁의 마지막으로서 모든 경험을 통합하는 원형과 일치합니다.","{name}님의 수화기제(旣濟)는 물고기자리의 완결 에너지와 공명합니다. 하나의 순환이 완성되었으니 새로운 시작을 준비하세요."
ICHING_ASTRO_041,hexagram_64_mije,zodiac_aries,seasonal_cycle,hexagram_season,0.89,"화수미제(火水未濟) 64번 괘는 양자리의 새로운 시작 에너지와도 공명합니다. 아직 완성되지 않은 상태가 무한한 가능성을 품고 있듯, 양자리의 새로운 순환의 시작이 미제괘의 끝나지 않은 여정의 원형과 연결됩니다.","{name}님의 화수미제(未濟)는 양자리의 무한한 시작 에너지와 공명합니다. 완성되지 않았기에 모든 가능성이 열려 있습니다."
ICHING_ASTRO_042,hexagram_15_gyeom,zodiac_virgo,energy_resonance,hexagram_zodiac,0.90,"지산겸(地山謙) 15번 괘는 처녀자리의 겸손한 봉사 에너지와 깊이 공명합니다. 산이 스스로 낮추어 땅 아래에 있듯, 처녀자리의 겸허한 봉사 정신과 자기를 낮추는 지혜가 겸괘의 겸손의 덕과 정확히 일치합니다.","{name}님의 지산겸(謙)은 처녀자리의 겸손 에너지와 공명합니다. 자신을 낮출수록 더 높이 올라가는 역설의 지혜를 실천하세요."
