id,source,target,relation,category,harmony_score,description_ko,description_en,insight_template
TMA_009,TAROT_Strength,SAJU_TS_제왕,타로운성,major_arcana_stage,94,"힘(Strength)은 제왕(帝旺)의 단계와 공명합니다. 에너지가 최고조에 달하며, 내면의 야수를 부드럽게 다스리는 진정한 힘을 발휘합니다. 절정의 카리스마와 내적 권위입니다.",Strength resonates with Peak(帝旺) — energy at its zenith and inner mastery.,"당신의 타로 아키타입 '힘'이 사주 십이운성의 '{target}' 단계와 만났습니다. 에너지의 정점에서 부드러움으로 세상을 다스리는 힘이 있습니다. 내면의 힘을 믿으세요."
TMA_010,TAROT_Hermit,SAJU_TS_쇠,타로운성,major_arcana_stage,90,"은둔자(The Hermit)는 쇠(衰)의 단계와 공명합니다. 절정을 지나 내면으로 향하는 시기이며, 고독 속에서 깊은 지혜를 얻습니다. 외적 확장보다 내적 성찰이 필요한 때입니다.",The Hermit resonates with Decline(衰) — turning inward for profound wisdom.,"당신의 타로 아키타입 '은둔자'가 사주 십이운성의 '{target}' 단계와 만났습니다. 홀로 걷는 길에서 빛나는 지혜를 발견할 때입니다. 고독을 두려워하지 마세요."
TMA_011,TAROT_WheelOfFortune,SAJU_TS_장생,타로운성,major_arcana_stage,87,"운명의 수레바퀴(Wheel of Fortune)는 장생(長生)의 단계와 공명합니다. 순환의 시작점이며, 새로운 운세의 물결이 밀려옵니다. 끝과 시작이 만나는 전환점입니다.",Wheel of Fortune resonates with Birth(長生) — a new cycle begins turning.,"당신의 타로 아키타입 '운명의 수레바퀴'가 사주 십이운성의 '{target}' 단계와 만났습니다. 운명의 바퀴가 돌아 새로운 사이클이 시작됩니다. 변화의 흐름에 몸을 맡기세요."
TMA_012,TAROT_Justice,SAJU_TS_관대,타로운성,major_arcana_stage,86,"정의(Justice)는 관대(冠帶)의 단계와 공명합니다. 사회적 역할과 책임을 자각하고, 공정한 판단을 내리는 시기입니다. 균형과 인과의 법칙이 작동합니다.",Justice resonates with Coming-of-Age(冠帶) — embracing responsibility and fairness.,"당신의 타로 아키타입 '정의'가 사주 십이운성의 '{target}' 단계와 만났습니다. 공정한 판단과 균형이 요구되는 시기입니다. 인과의 법칙을 신뢰하세요."
TMA_013,TAROT_HangedMan,SAJU_TS_병,타로운성,major_arcana_stage,93,"매달린 사람(The Hanged Man)은 병(病)의 단계와 공명합니다. 움직일 수 없는 상태에서 관점의 전환이 일어나며, 고통 속에서 깨달음이 옵니다. 포기가 아닌 초월입니다.",The Hanged Man resonates with Illness(病) — surrender that leads to transcendent insight.,"당신의 타로 아키타입 '매달린 사람'이 사주 십이운성의 '{target}' 단계와 만났습니다. 멈춤과 기다림 속에서 새로운 시각이 열립니다. 역설적 지혜를 받아들이세요."
TMA_014,TAROT_Death,SAJU_TS_사,타로운성,major_arcana_stage,97,"죽음(Death)은 사(死)의 단계와 공명합니다. 한 시대의 완전한 종결이며, 낡은 것이 소멸하여 새로운 것이 들어올 공간을 만듭니다. 변환의 불가피함을 상징합니다.",Death resonates with Death(死) — absolute ending that creates space for renewal.,"당신의 타로 아키타입 '죽음'이 사주 십이운성의 '{target}' 단계와 만났습니다. 무언가가 끝나고 있지만 그것은 새로운 시작을 위한 것입니다. 변화를 받아들이세요."
TMA_015,TAROT_Temperance,SAJU_TS_양,타로운성,major_arcana_stage,84,"절제(Temperance)는 양(養)의 단계와 공명합니다. 상반된 것을 조화롭게 섞어 새로운 것을 양성하는 단계입니다. 인내와 균형으로 연금술적 변환을 이룹니다.",Temperance resonates with Nurturing(養) — alchemical blending and patient cultivation.,"당신의 타로 아키타입 '절제'가 사주 십이운성의 '{target}' 단계와 만났습니다. 상반된 에너지를 조화롭게 섞어 새로운 가능성을 빚어낼 때입니다."
TMA_016,TAROT_Devil,SAJU_TS_묘,타로운성,major_arcana_stage,88,"악마(The Devil)는 묘(墓)의 단계와 공명합니다. 에너지가 갇혀 있는 상태이며, 집착과 속박에 묶여 있습니다. 그러나 그 어둠 속에 잠재된 힘이 응축되어 있습니다.",The Devil resonates with Tomb(墓) — energy trapped in bondage yet harboring hidden power.,"당신의 타로 아키타입 '악마'가 사주 십이운성의 '{target}' 단계와 만났습니다. 속박처럼 보이는 것 속에 숨겨진 힘이 있습니다. 무엇이 당신을 묶고 있는지 직시하세요."
TMA_017,TAROT_Tower,SAJU_TS_절,타로운성,major_arcana_stage,95,"탑(The Tower)은 절(絶)의 단계와 공명합니다. 기존 구조가 완전히 무너지는 극적 전환점입니다. 모든 것이 끊어지는 단절의 순간이지만, 이를 통해 진정한 해방이 옵니다.",The Tower resonates with Severance(絶) — total collapse that liberates.,"당신의 타로 아키타입 '탑'이 사주 십이운성의 '{target}' 단계와 만났습니다. 기존 구조가 무너지지만 그것은 해방입니다. 폐허 위에서 진정한 자아가 드러납니다."
TMA_018,TAROT_Star,SAJU_TS_태,타로운성,major_arcana_stage,91,"별(The Star)은 태(胎)의 단계와 공명합니다. 파괴 이후 찾아오는 새로운 희망이며, 미래의 가능성이 다시 잉태됩니다. 순수한 믿음과 영감이 내려옵니다.",The Star resonates with Conception(胎) — hope reborn after destruction.,"당신의 타로 아키타입 '별'이 사주 십이운성의 '{target}' 단계와 만났습니다. 어둠이 지나고 새로운 희망이 싹트고 있습니다. 하늘의 별처럼 당신의 길을 비추는 빛이 있습니다."
TMA_019,TAROT_Moon,SAJU_TS_병,타로운성,major_arcana_stage,86,"달(The Moon)은 병(病)의 단계와 공명합니다. 불안과 환상이 뒤섞이는 혼란의 시기이며, 무의식의 그림자가 표면으로 올라옵니다. 두려움을 통과해야 진실에 닿습니다.",The Moon resonates with Illness(病) — confusion and illusion masking deeper truth.,"당신의 타로 아키타입 '달'이 사주 십이운성의 '{target}' 단계와 만났습니다. 불확실함 속에서 무의식이 메시지를 보내고 있습니다. 두려움 너머의 진실을 바라보세요."
TMA_020,TAROT_Sun,SAJU_TS_제왕,타로운성,major_arcana_stage,96,"태양(The Sun)은 제왕(帝旺)의 단계와 공명합니다. 에너지가 최고조에 달하며 밝은 빛으로 세상을 비춥니다. 성공과 기쁨과 활력이 넘치는 최전성기입니다.",The Sun resonates with Peak(帝旺) — radiant energy at its absolute zenith.,"당신의 타로 아키타입 '태양'이 사주 십이운성의 '{target}' 단계와 만났습니다. 가장 밝고 강한 에너지의 시기입니다. 자신감을 가지고 빛나세요."
TMA_021,TAROT_Judgement,SAJU_TS_절,타로운성,major_arcana_stage,89,"심판(Judgement)은 절(絶)의 단계와 공명합니다. 과거 삶의 총결산이 이루어지고 새로운 차원으로의 부름을 받습니다. 절대적 단절을 통한 영적 각성입니다.",Judgement resonates with Severance(絶) — final reckoning and spiritual awakening.,"당신의 타로 아키타입 '심판'이 사주 십이운성의 '{target}' 단계와 만났습니다. 과거의 모든 행위가 결산되는 순간입니다. 더 높은 부름에 응답할 때입니다."
TMA_022,TAROT_World,SAJU_TS_장생,타로운성,major_arcana_stage,93,"세계(The World)는 장생(長生)의 단계와 공명합니다. 하나의 순환이 완성되어 다시 새로운 탄생으로 이어집니다. 완성과 동시에 더 높은 차원의 시작입니다.",The World resonates with Birth(長生) — completion that spirals into a new beginning.,"당신의 타로 아키타입 '세계'가 사주 십이운성의 '{target}' 단계와 만났습니다. 하나의 여정이 완성되었습니다. 이 완성은 더 넓은 세계로의 새 출발점이기도 합니다."
# ============================================================
# PART 2: Tarot Suits ↔ 오행 (Five Elements)
# 4 Suits mapped to corresponding 오행 elements + Wood bonus
# ============================================================
TSE_001,TAROT_SUIT_Wands,SAJU_ELEMENT_화,타로오행,suit_element,95,"완드(Wands)는 화(火) 오행과 공명합니다. 열정과 창의력과 추진력의 불꽃입니다. 행동하고 창조하고 영감을 불태우는 에너지로, 새로운 시도를 향한 용기를 상징합니다.",Wands resonate with Fire(火) — passion and creative drive.,"당신의 완드 에너지가 사주의 '{target}' 기운과 만났습니다. 불꽃같은 열정과 추진력이 당신을 이끕니다. 영감이 타오르는 방향으로 과감히 나아가세요."
TSE_002,TAROT_SUIT_Cups,SAJU_ELEMENT_수,타로오행,suit_element,96,"컵(Cups)은 수(水) 오행과 공명합니다. 감정과 직관과 관계의 깊은 물입니다. 사랑과 공감의 흐름이며, 무의식의 심연에서 올라오는 영적 메시지를 담고 있습니다.",Cups resonate with Water(水) — emotion and intuitive depth.,"당신의 컵 에너지가 사주의 '{target}' 기운과 만났습니다. 감정의 깊은 물결이 당신의 직관을 이끕니다. 마음의 흐름을 신뢰하세요."
TSE_003,TAROT_SUIT_Swords,SAJU_ELEMENT_금,타로오행,suit_element,93,"소드(Swords)는 금(金) 오행과 공명합니다. 날카로운 사고와 결단의 칼날입니다. 진실을 베어내는 명석함과 때로는 고통을 수반하는 명확한 인식의 힘을 가지고 있습니다.",Swords resonate with Metal(金) — sharp intellect and decisive clarity.,"당신의 소드 에너지가 사주의 '{target}' 기운과 만났습니다. 예리한 사고력과 결단력이 진실을 꿰뚫습니다. 명확한 판단으로 혼란을 베어내세요."
TSE_004,TAROT_SUIT_Pentacles,SAJU_ELEMENT_토,타로오행,suit_element,97,"펜타클(Pentacles)은 토(土) 오행과 공명합니다. 물질과 안정과 현실적 풍요의 대지입니다. 견고한 기반 위에 부를 쌓고, 인내심으로 결실을 맺는 힘을 상징합니다.",Pentacles resonate with Earth(土) — material stability and grounded abundance.,"당신의 펜타클 에너지가 사주의 '{target}' 기운과 만났습니다. 대지처럼 든든한 현실적 기반이 있습니다. 꾸준함과 인내로 풍요를 일구세요."
TSE_005,TAROT_SUIT_Wands,SAJU_ELEMENT_목,타로오행,suit_element,82,"완드(Wands)는 목(木) 오행과도 공명합니다. 성장과 확장의 나무 기운이 완드의 원재료인 나뭇가지와 연결됩니다. 위로 뻗어가는 생명력과 새싹의 에너지입니다.",Wands also resonate with Wood(木) — growth and upward vitality.,"당신의 완드 에너지가 사주의 '{target}' 기운과도 연결됩니다. 나무처럼 위를 향해 성장하는 에너지가 있습니다. 뿌리를 내리면서도 끊임없이 뻗어나가세요."
# ============================================================
# PART 3: Court Cards ↔ 십신 (Ten Gods)
# 16 Court Cards mapped to 십신 + Wands/Pentacles wealth links
# ============================================================
TCS_001,TAROT_COURT_King_Wands,SAJU_SIPSIN_편관,타로십신,court_sipsin,91,"완드 킹은 편관(偏官)과 공명합니다. 대담한 비전과 카리스마로 사람들을 이끄는 리더입니다. 규칙에 얽매이지 않으며 자신만의 방식으로 권위를 행사합니다. 모험을 두려워하지 않는 통솔력이 있습니다.",King of Wands resonates with Indirect Authority(偏官) — bold visionary leadership.,"당신의 궁정 카드 '완드 킹'이 사주의 '{target}'과 만났습니다. 비전으로 세상을 움직이는 리더의 기운이 있습니다. 파격적인 통솔력을 발휘하세요."
TCS_002,TAROT_COURT_King_Cups,SAJU_SIPSIN_정관,타로십신,court_sipsin,89,"컵 킹은 정관(正官)과 공명합니다. 감정을 절제하며 인자하게 다스리는 정통적 권위자입니다. 공정하고 자비로우며, 조직의 질서를 유지하면서도 사람의 마음을 얻습니다.",King of Cups resonates with Direct Authority(正官) — compassionate and just governance.,"당신의 궁정 카드 '컵 킹'이 사주의 '{target}'과 만났습니다. 인자함과 공정함으로 다스리는 지도자의 기운이 있습니다. 감정을 다스리며 질서를 세우세요."
TCS_003,TAROT_COURT_King_Swords,SAJU_SIPSIN_정관,타로십신,court_sipsin,93,"소드 킹은 정관(正官)과 공명합니다. 명석한 판단력과 원칙에 기반한 권위를 행사합니다. 법과 질서의 수호자이며, 이성적 판단으로 공정한 결정을 내립니다.",King of Swords resonates with Direct Authority(正官) — principled intellectual authority.,"당신의 궁정 카드 '소드 킹'이 사주의 '{target}'과 만났습니다. 날카로운 지성과 원칙으로 세상을 바로잡는 힘이 있습니다. 이성의 칼로 공정함을 지키세요."
TCS_004,TAROT_COURT_King_Pentacles,SAJU_SIPSIN_편관,타로십신,court_sipsin,87,"펜타클 킹은 편관(偏官)과 공명합니다. 실질적인 성과와 부를 통해 권위를 세우는 현실적 지도자입니다. 풍요로운 왕국을 건설하며 실용적 수완으로 사람들을 이끕니다.",King of Pentacles resonates with Indirect Authority(偏官) — authority through material mastery.,"당신의 궁정 카드 '펜타클 킹'이 사주의 '{target}'과 만났습니다. 실질적인 부와 성과로 영향력을 행사하는 힘이 있습니다. 현실에서의 성취가 곧 권위입니다."
TCS_005,TAROT_COURT_Queen_Wands,SAJU_SIPSIN_편인,타로십신,court_sipsin,88,"완드 퀸은 편인(偏印)과 공명합니다. 독창적인 직관과 비범한 통찰력으로 주변을 영감시키는 존재입니다. 틀에 박히지 않은 지혜를 가지고 있으며 영적 감각이 뛰어납니다.",Queen of Wands resonates with Indirect Seal(偏印) — unconventional intuitive wisdom.,"당신의 궁정 카드 '완드 퀸'이 사주의 '{target}'과 만났습니다. 비범한 직관과 독창적 지혜가 빛납니다. 틀에 얽매이지 않는 영감을 따르세요."
TCS_006,TAROT_COURT_Queen_Cups,SAJU_SIPSIN_정인,타로십신,court_sipsin,95,"컵 퀸은 정인(正印)과 공명합니다. 깊은 공감과 포용력으로 사람들을 양육하는 어머니의 지혜입니다. 직관과 감성을 통해 참된 이해에 도달하며 따뜻하게 가르칩니다.",Queen of Cups resonates with Direct Seal(正印) — nurturing empathic wisdom.,"당신의 궁정 카드 '컵 퀸'이 사주의 '{target}'과 만났습니다. 깊은 공감과 포용의 지혜가 있습니다. 마음으로 이해하고 따뜻하게 보듬는 것이 당신의 힘입니다."
TCS_007,TAROT_COURT_Queen_Swords,SAJU_SIPSIN_정인,타로십신,court_sipsin,86,"소드 퀸은 정인(正印)과 공명합니다. 명철한 지성과 경험에서 우러나온 지혜를 전달하는 존재입니다. 감정에 흔들리지 않는 냉철한 판단력과 직언의 용기를 가지고 있습니다.",Queen of Swords resonates with Direct Seal(正印) — clear-minded intellectual guidance.,"당신의 궁정 카드 '소드 퀸'이 사주의 '{target}'과 만났습니다. 명철한 지성으로 진실을 말하는 지혜가 있습니다. 감정에 흔들리지 않는 판단력을 신뢰하세요."
TCS_008,TAROT_COURT_Queen_Pentacles,SAJU_SIPSIN_편인,타로십신,court_sipsin,90,"펜타클 퀸은 편인(偏印)과 공명합니다. 실용적 지혜와 직관적 감각으로 풍요로운 환경을 만드는 존재입니다. 자연과 물질 세계를 깊이 이해하며 독자적 방식으로 양육합니다.",Queen of Pentacles resonates with Indirect Seal(偏印) — practical nurturing through material wisdom.,"당신의 궁정 카드 '펜타클 퀸'이 사주의 '{target}'과 만났습니다. 현실적 지혜와 자연친화적 감각이 풍요를 만듭니다. 실질적인 돌봄의 힘을 발휘하세요."
TCS_009,TAROT_COURT_Knight_Wands,SAJU_SIPSIN_겁재,타로십신,court_sipsin,92,"완드 나이트는 겁재(劫財)와 공명합니다. 모험과 도전에 뛰어드는 대담한 행동가입니다. 경쟁을 두려워하지 않으며 열정적으로 목표를 향해 돌진합니다. 때로는 무모하지만 그 추진력은 압도적입니다.",Knight of Wands resonates with Rob Wealth(劫財) — daring competitor driven by passion.,"당신의 궁정 카드 '완드 나이트'가 사주의 '{target}'과 만났습니다. 불같은 추진력과 도전정신이 있습니다. 경쟁을 두려워하지 말고 열정으로 돌파하세요."
TCS_010,TAROT_COURT_Knight_Cups,SAJU_SIPSIN_비견,타로십신,court_sipsin,85,"컵 나이트는 비견(比肩)과 공명합니다. 이상을 향해 나아가는 낭만적 동반자입니다. 동등한 입장에서 함께 걷는 동료이며, 감성적 동기로 행동합니다. 꿈을 향한 부드러운 전진입니다.",Knight of Cups resonates with Shoulder-to-Shoulder(比肩) — romantic idealist moving as equal.,"당신의 궁정 카드 '컵 나이트'가 사주의 '{target}'과 만났습니다. 이상을 향해 동반자와 함께 걷는 에너지가 있습니다. 꿈을 나눌 동지를 곁에 두세요."
TCS_011,TAROT_COURT_Knight_Swords,SAJU_SIPSIN_겁재,타로십신,court_sipsin,94,"소드 나이트는 겁재(劫財)와 공명합니다. 거침없이 돌진하는 전사이며, 지적 논쟁과 경쟁에서 물러서지 않습니다. 속도와 결단력이 무기이지만 성급함이 약점이 될 수 있습니다.",Knight of Swords resonates with Rob Wealth(劫財) — relentless intellectual warrior.,"당신의 궁정 카드 '소드 나이트'가 사주의 '{target}'과 만났습니다. 거침없는 돌진력과 날카로운 경쟁력이 있습니다. 속도가 무기이되 방향을 잃지 마세요."
TCS_012,TAROT_COURT_Knight_Pentacles,SAJU_SIPSIN_비견,타로십신,court_sipsin,87,"펜타클 나이트는 비견(比肩)과 공명합니다. 꾸준하고 성실하게 목표를 향해 나아가는 동료입니다. 화려하지 않지만 끈기와 인내로 반드시 결과를 만들어내며 신뢰할 수 있는 동반자입니다.",Knight of Pentacles resonates with Shoulder-to-Shoulder(比肩) — steadfast reliable companion.,"당신의 궁정 카드 '펜타클 나이트'가 사주의 '{target}'과 만났습니다. 묵묵한 성실함과 끈기가 결실을 맺습니다. 꾸준함이 당신의 가장 큰 힘입니다."
TCS_013,TAROT_COURT_Page_Wands,SAJU_SIPSIN_상관,타로십신,court_sipsin,90,"완드 페이지는 상관(傷官)과 공명합니다. 새로운 것에 대한 호기심과 창조적 표현 욕구가 넘치는 존재입니다. 기존 질서를 뒤흔드는 신선한 아이디어와 도전적 표현력을 가지고 있습니다.",Page of Wands resonates with Hurting Officer(傷官) — creative rebel brimming with ideas.,"당신의 궁정 카드 '완드 페이지'가 사주의 '{target}'과 만났습니다. 창조적 표현 욕구와 도전정신이 넘칩니다. 새로운 아이디어를 두려움 없이 세상에 던지세요."
TCS_014,TAROT_COURT_Page_Cups,SAJU_SIPSIN_식신,타로십신,court_sipsin,93,"컵 페이지는 식신(食神)과 공명합니다. 순수한 감성과 직관으로 예술적 영감을 받아들이는 존재입니다. 사람들에게 기쁨을 주며, 자연스러운 표현력과 양육적 따뜻함이 있습니다.",Page of Cups resonates with Eating God(食神) — gentle creative spirit offering joy.,"당신의 궁정 카드 '컵 페이지'가 사주의 '{target}'과 만났습니다. 순수한 감성과 자연스러운 표현력이 빛납니다. 내면의 아이를 존중하고 기쁨을 나누세요."
TCS_015,TAROT_COURT_Page_Swords,SAJU_SIPSIN_상관,타로십신,court_sipsin,88,"소드 페이지는 상관(傷官)과 공명합니다. 날카로운 지적 호기심과 진실을 파헤치려는 의지가 있습니다. 기존 권위에 질문을 던지고, 새로운 관점으로 세상을 비판적으로 바라봅니다.",Page of Swords resonates with Hurting Officer(傷官) — sharp questioner challenging authority.,"당신의 궁정 카드 '소드 페이지'가 사주의 '{target}'과 만났습니다. 진실을 향한 지적 호기심이 강합니다. 날카로운 질문이 세상을 바꿉니다."
TCS_016,TAROT_COURT_Page_Pentacles,SAJU_SIPSIN_식신,타로십신,court_sipsin,86,"펜타클 페이지는 식신(食神)과 공명합니다. 실용적 학습과 기술 습득에 대한 순수한 열정을 가진 존재입니다. 한 걸음씩 배우며 성장하고, 물질 세계에서 기쁨을 찾습니다.",Page of Pentacles resonates with Eating God(食神) — diligent learner finding joy in craft.,"당신의 궁정 카드 '펜타클 페이지'가 사주의 '{target}'과 만났습니다. 배움에 대한 순수한 열정이 현실적 성과로 이어집니다. 한 걸음씩 꾸준히 성장하세요."
# --- Court Cards: Wands/Pentacles Courts → 정재/편재 (Wealth connections) ---
TCS_017,TAROT_COURT_King_Wands,SAJU_SIPSIN_편재,타로십신,court_sipsin,83,"완드 킹은 편재(偏財)와도 공명합니다. 과감한 투자와 모험적 사업을 통해 큰 부를 일구는 기업가의 기운입니다. 기회를 포착하는 직감과 배팅하는 배짱이 있습니다.",King of Wands also resonates with Indirect Wealth(偏財) — entrepreneurial fortune through bold ventures.,"당신의 '완드 킹' 에너지에 사주의 '{target}' 기운이 더해졌습니다. 과감한 도전이 큰 재물로 돌아옵니다. 기회를 보는 눈을 믿고 배팅하세요."
TCS_018,TAROT_COURT_King_Pentacles,SAJU_SIPSIN_정재,타로십신,court_sipsin,95,"펜타클 킹은 정재(正財)와도 공명합니다. 안정적이고 체계적인 자산 관리로 부를 축적하는 대부호의 기운입니다. 검증된 방법으로 꾸준히 재산을 불려갑니다.",King of Pentacles also resonates with Direct Wealth(正財) — systematic wealth accumulation.,"당신의 '펜타클 킹' 에너지에 사주의 '{target}' 기운이 더해졌습니다. 안정적이고 체계적인 자산 관리가 큰 부를 만듭니다. 검증된 길을 꾸준히 가세요."
TCS_019,TAROT_COURT_Queen_Wands,SAJU_SIPSIN_편재,타로십신,court_sipsin,80,"완드 퀸은 편재(偏財)와도 공명합니다. 직관과 매력을 활용한 사업적 수완이 있으며, 인맥을 통한 재물운이 따릅니다. 비정형적인 방식으로 풍요를 끌어들입니다.",Queen of Wands also resonates with Indirect Wealth(偏財) — charisma-driven fortune.,"당신의 '완드 퀸' 에너지에 사주의 '{target}' 기운이 더해졌습니다. 매력과 직관이 재물을 끌어당깁니다. 인맥과 영감을 활용한 사업에 기회가 있습니다."
TCS_020,TAROT_COURT_Queen_Pentacles,SAJU_SIPSIN_정재,타로십신,court_sipsin,92,"펜타클 퀸은 정재(正財)와도 공명합니다. 실용적인 살림 감각과 안정적인 자산 운용 능력이 있습니다. 풍요로운 가정과 재정적 안정을 만들어내는 현실적 지혜입니다.",Queen of Pentacles also resonates with Direct Wealth(正財) — practical prosperity and financial security.,"당신의 '펜타클 퀸' 에너지에 사주의 '{target}' 기운이 더해졌습니다. 실용적 감각으로 안정적인 풍요를 만듭니다. 현실적 지혜가 재정적 안정의 열쇠입니다."
TCS_021,TAROT_COURT_Knight_Wands,SAJU_SIPSIN_편재,타로십신,court_sipsin,78,"완드 나이트는 편재(偏財)와도 공명합니다. 새로운 시장을 개척하고 모험적 투자에 뛰어드는 에너지입니다. 빠른 판단으로 기회를 선점하는 투기적 재운이 있습니다.",Knight of Wands also resonates with Indirect Wealth(偏財) — speculative fortune through pioneering.,"당신의 '완드 나이트' 에너지에 사주의 '{target}' 기운이 더해졌습니다. 빠른 판단과 모험이 재물 기회를 엽니다. 새로운 영역에서 선점의 이점을 잡으세요."
TCS_022,TAROT_COURT_Knight_Pentacles,SAJU_SIPSIN_정재,타로십신,court_sipsin,85,"펜타클 나이트는 정재(正財)와도 공명합니다. 꾸준한 노동과 성실함으로 정당한 대가를 받는 에너지입니다. 한 푼 한 푼 모아 큰 재산을 만드는 근면의 재운입니다.",Knight of Pentacles also resonates with Direct Wealth(正財) — earned fortune through diligence.,"당신의 '펜타클 나이트' 에너지에 사주의 '{target}' 기운이 더해졌습니다. 성실한 노력이 정당한 보상으로 돌아옵니다. 꾸준함이 부의 비결입니다."
TCS_023,TAROT_COURT_Page_Wands,SAJU_SIPSIN_편재,타로십신,court_sipsin,75,"완드 페이지는 편재(偏財)와도 공명합니다. 새로운 아이디어와 사업 기회를 발견하는 눈이 있으며, 작은 시도가 예상치 못한 큰 수익으로 이어질 수 있습니다.",Page of Wands also resonates with Indirect Wealth(偏財) — discovering unexpected opportunities.,"당신의 '완드 페이지' 에너지에 사주의 '{target}' 기운이 더해졌습니다. 호기심에서 시작된 작은 시도가 뜻밖의 기회를 엽니다. 새로운 가능성을 탐색하세요."
