id,source,target,relation,category,harmony_score,description_ko,insight_template
NUM_SAJU_011,life_path_6,saju_ilgan_eul,천간매핑,life_path_ilgan,0.95,"생명수 6은 을목(乙木)의 아름답고 조화로운 에너지와 깊이 공명합니다. 6이 상징하는 가정과 사랑, 헌신적 돌봄은 을목의 꽃과 같은 아름다움과 부드러운 생명력과 일치합니다. 금성의 사랑 에너지를 공유하며, 관계와 가정에서 아름다운 조화를 만들어내는 것이 삶의 핵심 주제입니다.","{name}님의 생명수 6은 사주 일간 을목(乙木)의 꽃 같은 아름다움과 공명합니다. 가정과 관계에서 사랑과 조화를 창조하는 것이 영혼의 기쁨입니다."
NUM_SAJU_012,life_path_6,saju_ilgan_gi,천간매핑,life_path_ilgan,0.93,"생명수 6은 기토(己土)와도 연결됩니다. 6의 책임감과 봉사 정신은 기토의 비옥한 땅이 만물을 품고 키우는 포용력과 공명합니다. 가정의 기둥으로서 식구들을 먹여 살리는 기토의 생산력이 6의 헌신적 돌봄과 하나가 됩니다. 아름다움과 실용성이 공존하는 독특한 조합입니다.","{name}님의 생명수 6은 사주 일간 기토(己土)의 포용적 돌봄 에너지와도 연결됩니다. 가족과 공동체를 품고 키우는 대지의 어머니 같은 힘이 당신 안에 있습니다."
NUM_SAJU_013,life_path_7,saju_ilgan_gye,천간매핑,life_path_ilgan,0.94,"생명수 7은 계수(癸水)의 신비롭고 심오한 에너지와 깊이 공명합니다. 7이 상징하는 영적 탐구와 분석적 통찰력은 계수의 이슬이나 안개처럼 보이지 않는 곳에 스며드는 지혜와 일치합니다. 해왕성과 케투의 초월적 에너지를 공유하며, 물질 너머의 진리를 추구하는 구도자의 본성을 지닙니다.","{name}님의 생명수 7은 사주 일간 계수(癸水)의 신비로운 통찰 에너지와 공명합니다. 보이지 않는 진리를 탐구하는 고독한 구도자의 길이 당신의 여정입니다."
NUM_SAJU_014,life_path_7,saju_ilgan_sin,천간매핑,life_path_ilgan,0.90,"생명수 7은 신금(辛金)과도 연결됩니다. 7의 날카로운 분석력과 완벽주의적 탐구심은 신금의 보석처럼 정밀하게 빛나는 에너지와 공명합니다. 신금이 원석을 깎아 보석으로 만들듯, 7의 사람은 거친 진실에서 정제된 지혜를 추출합니다. 예리한 비판적 사고와 미적 감각이 동시에 작용합니다.","{name}님의 생명수 7은 사주 일간 신금(辛金)의 예리한 통찰력과도 연결됩니다. 원석에서 보석을 깎아내듯, 복잡한 현실에서 진리를 추출하는 것이 당신의 재능입니다."
NUM_SAJU_015,life_path_8,saju_ilgan_mu,천간매핑,life_path_ilgan,0.92,"생명수 8은 무토(戊土)의 묵직하고 강력한 에너지와 공명합니다. 8이 상징하는 물질적 성취와 권위는 무토의 큰 산처럼 세상의 무게를 감당하는 에너지와 일치합니다. 토성의 카르마적 법칙 아래 인내와 책임으로 성취를 이루는 것이 공통된 주제이며, 현실 세계에서의 지배력과 영향력이 핵심입니다.","{name}님의 생명수 8은 사주 일간 무토(戊土)의 권위적 성취 에너지와 공명합니다. 큰 산처럼 묵직한 존재감으로 현실 세계를 다스리는 것이 사명입니다."
NUM_SAJU_016,life_path_8,saju_ilgan_gyeong,천간매핑,life_path_ilgan,0.93,"생명수 8은 경금(庚金)과도 강하게 연결됩니다. 8의 야심과 전략적 사고는 경금의 무쇠처럼 단단하고 강인한 의지력과 공명합니다. 경금의 의(義)의 결단력이 8의 물질적 성취 욕구와 결합하면, 어떤 장애물도 돌파하는 강철 같은 추진력이 발현됩니다. 권력과 부를 동시에 추구하는 야심가의 에너지입니다.","{name}님의 생명수 8은 사주 일간 경금(庚金)의 강철 같은 의지력과도 연결됩니다. 어떤 장애물도 돌파하는 불굴의 추진력으로 성취를 이루어내세요."
NUM_SAJU_017,life_path_9,saju_ilgan_byeong,천간매핑,life_path_ilgan,0.91,"생명수 9는 병화(丙火)의 뜨겁고 밝은 에너지와 공명합니다. 9가 상징하는 인류애와 이상주의는 병화의 태양처럼 만물에 차별 없이 빛을 비추는 보편적 사랑과 일치합니다. 완결의 수 9는 모든 경험을 통합하며, 병화의 열정은 이를 세상을 위한 봉사로 변환시킵니다.","{name}님의 생명수 9는 사주 일간 병화(丙火)의 보편적 빛과 공명합니다. 태양처럼 모든 생명을 차별 없이 비추는 인류애가 당신의 영혼의 목적입니다."
NUM_SAJU_018,life_path_9,saju_ilgan_jeong,천간매핑,life_path_ilgan,0.94,"생명수 9는 정화(丁火)와도 깊이 연결됩니다. 9의 영적 성숙과 변환의 힘은 정화의 촛불처럼 어둠 속에서 길을 밝히는 내밀한 불꽃과 공명합니다. 정화가 어둠을 밝히듯, 9의 사람은 고통 속에서 지혜를 추출하고 그 빛으로 타인을 인도합니다. 화성의 변환 에너지가 영적 차원으로 승화됩니다.","{name}님의 생명수 9는 사주 일간 정화(丁火)의 내밀한 불꽃과 연결됩니다. 어둠 속에서 길을 밝히는 촛불처럼, 고통의 경험을 지혜로 변환하여 타인을 이끄는 것이 사명입니다."
NUM_SAJU_019,master_11,saju_geokguk_geonrok,특수격국매핑,master_geokguk,0.97,"마스터 넘버 11은 사주의 건록격(建祿格)과 특별히 공명합니다. 11이 지닌 영적 직관과 영감의 채널은 건록격의 자립적이고 주체적인 에너지가 영적 차원으로 확장된 형태입니다. 일반적 성취를 넘어 영적 계시와 직관적 통찰을 통해 세상을 변화시키는 사명을 공유합니다. 11의 이중성(1+1)은 건록격의 자주적 힘이 내면과 외면에서 동시에 작동함을 의미합니다.","{name}님의 마스터 넘버 11은 사주 건록격의 자립적 에너지가 영적 차원에서 증폭된 형태입니다. 직관과 영감을 통해 세상을 변화시키는 특별한 사명이 있습니다."
NUM_SAJU_020,master_22,saju_geokguk_pyeoningyeok,특수격국매핑,master_geokguk,0.96,"마스터 넘버 22는 사주의 편인격(偏印格)과 깊이 공명합니다. 22가 지닌 거대한 비전을 현실로 건설하는 마스터 빌더의 에너지는 편인격의 비범한 사고력과 독창적 세계관이 물질 세계에서 구현되는 형태입니다. 22(2+2=4)의 실용적 기반과 편인격의 비정통적 지혜가 결합하여 시대를 앞서가는 혁신적 구조물을 창조합니다.","{name}님의 마스터 넘버 22는 사주 편인격의 비범한 사고력이 현실 건설 능력과 결합된 형태입니다. 시대를 앞서가는 거대한 비전을 현실로 구현하는 마스터 빌더입니다."
NUM_SAJU_021,master_33,saju_geokguk_sigsingyeok,특수격국매핑,master_geokguk,0.98,"마스터 넘버 33은 사주의 식신격(食神格)과 특별히 공명합니다. 33이 지닌 마스터 티처(영적 스승)의 에너지는 식신격의 풍부한 표현력과 창의적 지혜가 우주적 차원으로 확장된 형태입니다. 33(3+3=6)의 돌봄과 치유의 에너지가 식신격의 자연스러운 가르침과 합쳐져, 존재 자체로 주변을 치유하고 성장시키는 영적 스승의 아우라를 형성합니다.","{name}님의 마스터 넘버 33은 사주 식신격의 창의적 지혜가 우주적 사랑으로 확장된 형태입니다. 존재 자체가 치유와 가르침이 되는 영적 스승의 사명을 품고 있습니다."
NUM_SAJU_022,personal_year_1,saju_daeun_start,시간연동,year_daeun,0.88,"개인연수 1은 사주 대운(大運)의 시작점과 공명합니다. 개인연수 1이 새로운 9년 사이클의 시작을 알리듯, 대운의 교체기는 인생의 새로운 장(章)이 열리는 전환점입니다. 두 시스템 모두 새로운 에너지가 유입되며 과거의 패턴이 변화하는 시점을 표시합니다. 이 시기에는 과감한 새 출발이 우주적으로 지지받습니다.","{name}님의 개인연수 1은 사주 대운 교체기의 전환 에너지와 공명합니다. 새로운 9년 사이클과 새로운 대운이 함께 시작되는 강력한 출발점에 서 있습니다."
NUM_SAJU_023,personal_year_5,saju_daeun_mid,시간연동,year_daeun,0.85,"개인연수 5는 사주 대운 중반기의 변화 에너지와 공명합니다. 9년 사이클의 중심점인 5는 큰 변화와 전환의 해이며, 대운 10년의 중간 지점에서도 유사한 에너지 전환이 일어납니다. 두 시스템의 전환점이 겹치면 예상치 못한 삶의 방향 전환이 강하게 촉발됩니다.","{name}님의 개인연수 5는 대운 중반기의 변화 에너지와 공명합니다. 삶의 중심축이 이동하는 강력한 전환기이므로 유연하게 변화를 수용하세요."
NUM_SAJU_024,personal_year_9,saju_daeun_end,시간연동,year_daeun,0.90,"개인연수 9는 사주 대운의 종결기와 깊이 공명합니다. 9년 사이클의 완결인 개인연수 9는 정리와 완성의 해이며, 대운이 끝나가는 시기에도 과거의 업보가 정산되고 새 시작을 위한 내려놓음이 요구됩니다. 집착을 버리고 지혜를 수확하는 우주적 수확기입니다.","{name}님의 개인연수 9는 대운 종결기의 정산 에너지와 공명합니다. 과거를 정리하고 지혜를 수확하는 시기입니다. 미련 없이 내려놓을 때 새로운 시작이 열립니다."
NUM_SAJU_025,personal_year_cycle,saju_seun,시간연동,year_seun,0.87,"개인연수 사이클 전체는 사주 세운(歲運)의 연간 에너지 변화와 연동됩니다. 매년 바뀌는 개인연수의 에너지 흐름은 세운의 천간·지지 변화와 교차하며 복합적인 연간 에너지 장을 형성합니다. 두 시스템을 교차 분석하면 해당 연도의 기회와 도전을 더 입체적으로 파악할 수 있습니다.","{name}님의 올해 개인연수와 세운을 교차 분석하면 더 정확한 연간 전망이 가능합니다. 두 시스템의 에너지가 조화롭게 만나는 시기에 중요한 결정을 내리세요."
NUM_SAJU_026,expression_number,saju_geokguk_general,격국매핑,expression_geokguk,0.86,"표현수(Expression Number)는 사주의 격국(格局)과 구조적으로 대응합니다. 이름에서 산출되는 표현수가 외부 세계에서의 재능 발현 방식을 보여주듯, 격국은 사주 팔자의 전체 구조에서 발현되는 사회적 역할과 성취 방향을 나타냅니다. 두 체계 모두 개인이 세상에서 어떤 방식으로 자신을 표현하고 성취를 이루는지를 설명합니다.","{name}님의 표현수가 나타내는 외적 재능 발현 방식은 사주 격국의 사회적 역할과 교차됩니다. 두 체계가 같은 방향을 가리킬 때 가장 자연스러운 성취가 가능합니다."
NUM_SAJU_027,expression_number_1,saju_geokguk_yanginyeok,격국매핑,expression_geokguk,0.89,"표현수 1은 양인격(羊刃格)의 강렬한 에너지와 공명합니다. 표현수 1이 독립적 리더십과 개척자적 재능을 나타내듯, 양인격은 강한 자기주장과 결단력으로 독자적 영역을 구축합니다. 두 에너지 모두 타협하지 않는 강인한 추진력을 핵심으로 하며, 적절히 제어될 때 놀라운 성취를 이룹니다.","{name}님의 표현수 1과 양인격의 강렬한 에너지가 만나면 독보적인 리더십이 발현됩니다. 강한 추진력을 지혜롭게 조절하는 것이 성공의 열쇠입니다."
NUM_SAJU_028,soul_urge,saju_yongsin,용신매핑,soul_yongsin,0.92,"영혼의 충동수(Soul Urge)는 사주의 용신(用神)과 깊은 구조적 유사성을 지닙니다. 영혼의 충동수가 내면의 가장 깊은 욕구와 동기를 나타내듯, 용신은 사주 팔자의 균형을 맞추기 위해 가장 필요로 하는 오행의 에너지입니다. 둘 다 표면에 드러나지 않는 핵심적 필요를 가리키며, 이를 충족시킬 때 인생이 조화를 이룹니다.","{name}님의 영혼 충동수가 가리키는 내면의 갈망은 사주 용신이 요구하는 균형 에너지와 연결됩니다. 두 체계가 지시하는 방향으로 삶을 조율하면 깊은 만족을 경험합니다."
NUM_SAJU_029,soul_urge_water,saju_yongsin_su,용신매핑,soul_yongsin,0.94,"영혼 충동수가 수(水) 계열(2,7)인 경우, 사주의 용신이 수(水)일 때 강력한 공명이 발생합니다. 내면에서 물의 지혜, 유연성, 깊은 감정의 흐름을 갈망하는 영혼은 사주가 요구하는 수의 에너지와 정확히 일치합니다. 이 공명이 활성화되면 직관력이 극대화되고 인생의 흐름을 자연스럽게 타게 됩니다.","{name}님의 영혼 충동수와 사주 용신이 모두 수(水)의 에너지를 가리킵니다. 물의 지혜를 받아들이면 직관과 유연성이 극대화되어 인생의 흐름을 자연스럽게 탈 수 있습니다."
NUM_SAJU_030,soul_urge_fire,saju_yongsin_hwa,용신매핑,soul_yongsin,0.93,"영혼 충동수가 화(火) 계열(1,9)인 경우, 사주의 용신이 화(火)일 때 강력한 공명이 발생합니다. 내면에서 열정과 비전, 밝은 자기표현을 갈망하는 영혼은 사주가 필요로 하는 화의 에너지와 정확히 맞닿습니다. 이 공명이 활성화되면 자신감이 회복되고 삶의 방향에 대한 명확한 비전이 열립니다.","{name}님의 영혼 충동수와 사주 용신이 모두 화(火)의 에너지를 가리킵니다. 내면의 불꽃을 밝히면 자신감과 비전이 회복되어 삶이 열정적으로 빛나기 시작합니다."
