id,source,target,relation,category,harmony_score,description_ko,insight_template
NUM_ASTRO_013,life_path_3,zodiac_pisces,resonates,life_path_zodiac,0.85,"생명수 3과 물고기자리는 목성의 또 다른 면을 공유합니다. 3의 창의적 표현력이 물고기자리의 상상력과 영적 감수성과 만나면, 예술적 영감과 신비로운 직관이 극대화되는 독특한 조합이 됩니다.",{name}님의 생명수 3은 물고기자리의 예술적 영감과도 연결됩니다. 상상력과 직관을 창의적으로 표현하는 것이 재능입니다.
NUM_ASTRO_014,life_path_4,zodiac_aquarius,resonates,life_path_zodiac,0.87,"생명수 4와 물병자리는 천왕성의 혁신 에너지를 공유합니다. 4의 체계적 구축력이 물병자리의 진보적 비전과 결합하면, 사회적 구조를 혁신하는 선구자적 에너지가 발현됩니다. 독립성과 공동체 의식이 동시에 작용합니다.",{name}님의 생명수 4는 물병자리의 혁신적 비전과 연결됩니다. 새로운 체계를 구축하여 사회에 기여하는 것이 사명입니다.
NUM_ASTRO_015,life_path_5,zodiac_gemini,resonates,life_path_zodiac,0.95,"생명수 5와 쌍둥이자리는 수성의 지적 에너지를 공유합니다. 다재다능함과 소통 능력, 변화에 대한 갈망이 두 에너지의 핵심이며, 정보를 수집하고 연결하는 뛰어난 능력을 통해 세상과 교류합니다.",{name}님의 생명수 5는 쌍둥이자리의 지적 호기심과 강하게 공명합니다. 소통과 적응력이 최고의 무기입니다.
NUM_ASTRO_016,life_path_5,zodiac_virgo,resonates,life_path_zodiac,0.83,"생명수 5와 처녀자리는 수성의 분석적 면을 공유합니다. 5의 자유로운 탐구 정신이 처녀자리의 정밀한 분석력과 만나면, 실용적 지혜와 세밀한 관찰력이 빛나는 조합이 됩니다. 봉사와 치유의 에너지도 공통입니다.",{name}님의 생명수 5는 처녀자리의 분석적 정밀함과도 연결됩니다. 실용적 지혜로 문제를 해결하는 능력이 탁월합니다.
NUM_ASTRO_017,life_path_6,zodiac_taurus,resonates,life_path_zodiac,0.94,"생명수 6과 황소자리는 금성의 감각적 에너지를 공유합니다. 물질적 안정과 미적 감각, 감각적 즐거움에 대한 깊은 감수성이 공통점이며, 자연과 예술을 통해 삶의 아름다움을 체현합니다.",{name}님의 생명수 6은 황소자리의 안정과 감각적 풍요와 공명합니다. 아름다움을 창조하고 누리는 것이 삶의 기쁨입니다.
NUM_ASTRO_018,life_path_6,zodiac_libra,resonates,life_path_zodiac,0.92,"생명수 6과 천칭자리는 금성의 관계 에너지를 공유합니다. 조화와 균형, 공정성에 대한 추구가 두 에너지의 핵심이며, 인간관계에서의 외교적 능력과 미적 판단력이 탁월한 조합입니다.",{name}님의 생명수 6은 천칭자리의 조화와 균형 추구와 깊이 연결됩니다. 관계에서의 공정함이 핵심 가치입니다.
NUM_ASTRO_019,life_path_7,zodiac_pisces,resonates,life_path_zodiac,0.91,"생명수 7과 물고기자리는 해왕성의 초월적 에너지를 공유합니다. 영적 탐구와 신비주의, 직관적 통찰이 두 에너지의 핵심이며, 보이지 않는 세계와의 연결을 통해 깊은 지혜를 획득합니다.",{name}님의 생명수 7은 물고기자리의 영적 감수성과 강하게 공명합니다. 명상과 내면 탐구가 지혜의 원천입니다.
NUM_ASTRO_020,life_path_8,zodiac_capricorn,resonates,life_path_zodiac,0.95,"생명수 8과 염소자리는 토성의 구조적 에너지를 공유합니다. 야심과 책임감, 장기적 목표를 향한 끈기가 핵심이며, 사회적 지위와 물질적 성취를 통해 영향력을 발휘합니다. 시간의 시험을 견디는 인내의 힘이 있습니다.",{name}님의 생명수 8은 염소자리의 야망과 구조적 성취 에너지와 일치합니다. 장기적 비전과 인내가 성공의 비결입니다.
NUM_ASTRO_021,life_path_9,zodiac_aries,resonates,life_path_zodiac,0.88,"생명수 9와 양자리는 화성의 개척 에너지를 공유합니다. 9의 완결과 변환의 힘이 양자리의 시작과 개척 정신과 만나면, 끝과 시작을 연결하는 순환의 지혜가 발현됩니다. 용기와 이타심의 독특한 조합입니다.",{name}님의 생명수 9는 양자리의 개척 정신과 연결됩니다. 끝남과 시작의 순환을 이해하는 지혜가 강점입니다.
NUM_ASTRO_022,life_path_9,zodiac_scorpio,resonates,life_path_zodiac,0.90,"생명수 9와 전갈자리는 화성의 변환 에너지를 공유합니다. 깊은 감정적 강렬함과 변환의 힘, 죽음과 재생의 순환에 대한 이해가 공통점이며, 삶의 심층적 진실을 꿰뚫어 보는 통찰력이 있습니다.",{name}님의 생명수 9는 전갈자리의 변환과 재생 에너지와도 공명합니다. 삶의 심층을 이해하는 통찰력이 있습니다.
NUM_ASTRO_023,master_11,Neptune,higher_octave,master_number_planet,0.97,마스터 넘버 11은 해왕성의 고차원적 직관 에너지를 담고 있습니다. 영적 메신저로서 보이지 않는 영역의 메시지를 현실 세계에 전달하는 역할을 합니다. 극도로 예민한 감수성과 영감이 이 수의 선물이자 도전입니다.,{name}님의 마스터 넘버 11은 해왕성의 고차원 직관과 연결됩니다. 영적 메시지를 세상에 전하는 채널 역할이 사명입니다.
NUM_ASTRO_024,master_11,zodiac_aquarius,higher_octave,master_number_zodiac,0.90,"마스터 넘버 11은 물병자리의 인도주의적 비전과 공명합니다. 11의 영적 통찰력이 물병자리의 집단 의식 향상 에너지와 결합하여, 인류 전체의 영적 각성을 돕는 선구자적 역할을 합니다.",{name}님의 마스터 넘버 11은 물병자리의 인도주의적 비전과 조화됩니다. 집단 의식의 향상에 기여하는 것이 목적입니다.
NUM_ASTRO_025,master_22,Pluto,higher_octave,master_number_planet,0.96,"마스터 넘버 22는 명왕성의 근본적 변환 에너지와 연결됩니다. 물질 세계에서 영적 비전을 실현하는 마스터 건축가로서, 사회 구조 자체를 변혁하는 거대한 힘을 지닙니다. 22는 꿈을 현실로 만드는 가장 강력한 수입니다.",{name}님의 마스터 넘버 22는 명왕성의 근본적 변혁 에너지를 담고 있습니다. 영적 비전을 현실에 구현하는 마스터 건축가입니다.
NUM_ASTRO_026,master_22,zodiac_capricorn,higher_octave,master_number_zodiac,0.93,"마스터 넘버 22와 염소자리는 물질적 구현의 에너지를 고차원에서 공유합니다. 22의 거대한 비전이 염소자리의 실용적 구축력과 결합하면, 세대를 뛰어넘는 영속적 업적을 이룰 수 있는 잠재력이 됩니다.",{name}님의 마스터 넘버 22는 염소자리의 실용적 구축력과 조화됩니다. 큰 비전을 단계적으로 현실화하는 것이 과제입니다.
NUM_ASTRO_027,master_33,Venus,higher_octave,master_number_planet,0.95,"마스터 넘버 33은 금성의 사랑 에너지가 우주적 차원으로 확장된 것입니다. 무조건적 사랑과 영적 치유의 힘을 지닌 마스터 교사로서, 자비와 봉사를 통해 타인의 영적 성장을 돕는 숭고한 역할을 합니다.",{name}님의 마스터 넘버 33은 금성의 우주적 사랑 에너지를 담고 있습니다. 무조건적 사랑으로 타인을 치유하는 마스터 교사입니다.
NUM_ASTRO_028,master_33,zodiac_pisces,higher_octave,master_number_zodiac,0.94,"마스터 넘버 33과 물고기자리는 자비와 희생의 영적 에너지를 공유합니다. 33의 무조건적 사랑이 물고기자리의 영적 감수성과 만나면, 인류를 향한 깊은 연민과 치유의 능력이 극대화됩니다.",{name}님의 마스터 넘버 33은 물고기자리의 보편적 자비와 공명합니다. 영적 치유와 무조건적 사랑의 실천이 사명입니다.
NUM_ASTRO_029,expression_1,house_1,emphasis,expression_house,0.88,"표현수 1은 1하우스(자아의 집)와 공명합니다. 자기 정체성의 확립과 외부에 보여지는 인격의 표현이 핵심이며, 독립적이고 주도적인 페르소나를 통해 세상과 소통합니다. 첫인상과 자기 브랜딩에 강한 영향을 줍니다.",{name}님의 표현수 1은 1하우스의 자아 에너지와 연결됩니다. 독립적인 정체성 표현이 사회적 성공의 열쇠입니다.
NUM_ASTRO_030,expression_3,house_5,emphasis,expression_house,0.90,"표현수 3은 5하우스(창의의 집)와 공명합니다. 예술적 자기표현과 창작 활동, 연애와 즐거움이 이 에너지의 영역이며, 무대 위에서 빛나는 연기자처럼 삶을 예술로 만드는 능력이 있습니다.",{name}님의 표현수 3은 5하우스의 창의적 에너지와 연결됩니다. 예술적 표현과 즐거움을 통해 재능이 발현됩니다.
NUM_ASTRO_031,expression_5,house_3,emphasis,expression_house,0.91,"표현수 5는 3하우스(소통의 집)와 깊이 공명합니다. 언어와 문필, 단거리 여행, 형제자매와의 관계가 이 에너지의 영역이며, 정보를 수집하고 전파하는 뛰어난 커뮤니케이터의 자질을 갖추고 있습니다.",{name}님의 표현수 5는 3하우스의 소통 에너지와 연결됩니다. 다양한 매체를 통한 효과적 커뮤니케이션이 강점입니다.
NUM_ASTRO_032,expression_7,house_12,emphasis,expression_house,0.89,"표현수 7은 12하우스(무의식의 집)와 공명합니다. 숨겨진 세계와의 연결, 영적 수행, 고독 속의 통찰이 이 에너지의 영역이며, 보이지 않는 차원에서 작용하는 신비로운 힘을 세상에 전달하는 역할을 합니다.",{name}님의 표현수 7은 12하우스의 영적 에너지와 연결됩니다. 명상과 은둔 속에서 깊은 통찰을 얻는 것이 재능입니다.
NUM_ASTRO_033,expression_8,house_10,emphasis,expression_house,0.93,"표현수 8은 10하우스(천정의 집)와 강하게 공명합니다. 사회적 지위와 직업적 성취, 공적 명성이 이 에너지의 영역이며, 권위와 책임감을 통해 세상에 영향력을 행사하는 리더의 자질을 표현합니다.",{name}님의 표현수 8은 10하우스의 성취 에너지와 연결됩니다. 직업적 권위와 사회적 영향력이 표현의 핵심입니다.
NUM_ASTRO_034,expression_9,house_9,emphasis,expression_house,0.87,"표현수 9는 9하우스(철학의 집)와 공명합니다. 고등교육과 해외여행, 철학적 탐구, 종교와 법률이 이 에너지의 영역이며, 넓은 시야와 보편적 가치관을 통해 세상의 지혜를 전파하는 역할을 합니다.",{name}님의 표현수 9는 9하우스의 철학적 확장 에너지와 연결됩니다. 높은 이상과 넓은 시야가 삶의 방향을 이끕니다.
NUM_ASTRO_035,soul_urge_2,moon_cancer,resonance,soul_moon,0.94,"영혼충동수 2는 게자리 달과 깊은 공명을 일으킵니다. 내면 깊은 곳에서 정서적 안정과 돌봄을 갈망하며, 가정적 환경에서 안전감을 느낍니다. 감정의 조수처럼 순환하는 내면의 리듬을 이해하는 것이 중요합니다.",{name}님의 영혼충동수 2는 게자리 달의 돌봄 에너지와 공명합니다. 내면에서 정서적 안전과 깊은 유대를 갈망합니다.
NUM_ASTRO_036,soul_urge_4,moon_taurus,resonance,soul_moon,0.89,"영혼충동수 4는 황소자리 달과 공명합니다. 내면에서 물질적 안정과 감각적 편안함을 갈망하며, 자연과의 연결에서 영혼의 안식을 얻습니다. 변하지 않는 가치와 충실한 관계를 통해 내적 평화를 찾습니다.",{name}님의 영혼충동수 4는 황소자리 달의 안정 에너지와 연결됩니다. 물질적 안전과 감각적 편안함이 내면의 갈망입니다.
NUM_ASTRO_037,soul_urge_6,moon_libra,resonance,soul_moon,0.92,"영혼충동수 6은 천칭자리 달과 공명합니다. 내면에서 조화로운 관계와 아름다움을 갈망하며, 사랑하는 사람들과의 균형 잡힌 관계를 통해 영혼의 충족을 경험합니다. 불화와 갈등에 민감하게 반응합니다.",{name}님의 영혼충동수 6은 천칭자리 달의 조화 에너지와 연결됩니다. 아름답고 균형 잡힌 관계가 영혼의 갈망입니다.
NUM_ASTRO_038,soul_urge_7,moon_scorpio,resonance,soul_moon,0.88,"영혼충동수 7은 전갈자리 달과 공명합니다. 내면에서 진실과 심층적 이해를 갈망하며, 표면적인 것에 만족하지 못합니다. 감정의 깊이와 변환의 힘을 통해 영적 각성을 추구하는 강렬한 내면세계를 지닙니다.",{name}님의 영혼충동수 7은 전갈자리 달의 심층 에너지와 연결됩니다. 진실에 대한 깊은 갈망이 내면의 동력입니다.
NUM_ASTRO_039,soul_urge_9,moon_pisces,resonance,soul_moon,0.93,"영혼충동수 9는 물고기자리 달과 깊이 공명합니다. 내면에서 보편적 사랑과 영적 합일을 갈망하며, 타인의 고통에 깊이 공감합니다. 예술과 영성을 통해 경계를 초월하는 합일의 경험을 추구합니다.",{name}님의 영혼충동수 9는 물고기자리 달의 보편적 사랑과 공명합니다. 경계 없는 자비와 영적 합일이 내면의 갈망입니다.
NUM_ASTRO_040,life_path_4,planet_rahu,rules,life_path_planet,0.82,"생명수 4는 베다 점성술의 라후(북교점)와도 연결됩니다. 라후가 이생의 카르마적 목표를 나타내듯, 4의 사람은 혁신적 방법으로 견고한 기반을 구축하는 것이 영혼의 과제입니다. 비전통적 접근이 성공의 열쇠입니다.",{name}님의 생명수 4는 라후의 카르마적 목표와 연결됩니다. 혁신적 방법으로 안정된 기반을 만드는 것이 이생의 과제입니다.
NUM_ASTRO_041,life_path_7,planet_ketu,rules,life_path_planet,0.84,"생명수 7은 베다 점성술의 케투(남교점)와도 연결됩니다. 케투가 전생의 지혜와 해탈을 나타내듯, 7의 사람은 이미 내면에 깊은 영적 지혜를 지니고 있으며, 물질적 집착을 내려놓는 것이 이생의 여정입니다.",{name}님의 생명수 7은 케투의 영적 해탈 에너지와 연결됩니다. 전생에서 가져온 지혜를 이생에 적용하는 것이 과제입니다.
NUM_ASTRO_042,expression_2,house_7,emphasis,expression_house,0.90,"표현수 2는 7하우스(관계의 집)와 공명합니다. 파트너십과 결혼, 공적 관계가 이 에너지의 영역이며, 타인과의 협력을 통해 자신의 능력을 최대한 발휘합니다. 외교적 능력과 중재 기술이 탁월합니다.",{name}님의 표현수 2는 7하우스의 파트너십 에너지와 연결됩니다. 협력과 중재를 통해 최고의 결과를 만들어냅니다.
NUM_ASTRO_043,expression_4,house_4,emphasis,expression_house,0.88,"표현수 4는 4하우스(가정의 집)와 공명합니다. 가정과 뿌리, 부동산, 내면의 기반이 이 에너지의 영역이며, 안정된 가정환경을 구축하고 가족의 전통을 이어가는 것을 통해 자신을 표현합니다.",{name}님의 표현수 4는 4하우스의 가정 에너지와 연결됩니다. 안정된 기반과 가족의 유대를 구축하는 것이 표현의 핵심입니다.
NUM_ASTRO_044,expression_6,house_2,emphasis,expression_house,0.86,"표현수 6은 2하우스(가치의 집)와도 공명합니다. 물질적 자원과 자기 가치, 감각적 즐거움이 이 에너지의 영역이며, 아름다운 것들을 소유하고 나누는 것을 통해 삶의 가치를 표현합니다.",{name}님의 표현수 6은 2하우스의 가치 에너지와 연결됩니다. 자기 가치의 확립과 자원의 조화로운 관리가 표현의 방식입니다.
NUM_ASTRO_045,soul_urge_1,moon_aries,resonance,soul_moon,0.86,"영혼충동수 1은 양자리 달과 공명합니다. 내면에서 독립적 행동과 새로운 시작을 갈망하며, 경쟁과 도전을 통해 살아있음을 느낍니다. 감정을 즉각적이고 직접적으로 표현하는 순수한 열정이 있습니다.",{name}님의 영혼충동수 1은 양자리 달의 개척 에너지와 연결됩니다. 독립적 행동과 새로운 도전이 내면의 갈망입니다.
NUM_ASTRO_046,soul_urge_3,moon_leo,resonance,soul_moon,0.91,"영혼충동수 3은 사자자리 달과 공명합니다. 내면에서 인정과 찬사, 창조적 표현을 갈망하며, 무대의 중심에서 빛나고 싶은 욕구가 있습니다. 따뜻한 마음과 관대한 감정 표현이 영혼의 특질입니다.",{name}님의 영혼충동수 3은 사자자리 달의 빛나는 에너지와 연결됩니다. 창조적 자기표현과 인정이 내면의 깊은 갈망입니다.
NUM_ASTRO_047,soul_urge_5,moon_gemini,resonance,soul_moon,0.90,"영혼충동수 5는 쌍둥이자리 달과 공명합니다. 내면에서 다양성과 변화, 지적 자극을 갈망하며, 한 곳에 머무르는 것을 힘들어합니다. 호기심과 커뮤니케이션을 통해 감정적 활력을 얻습니다.",{name}님의 영혼충동수 5는 쌍둥이자리 달의 다양성 에너지와 연결됩니다. 지적 자극과 새로운 경험이 내면의 갈망입니다.
NUM_ASTRO_048,soul_urge_8,moon_capricorn,resonance,soul_moon,0.87,"영혼충동수 8은 염소자리 달과 공명합니다. 내면에서 성취와 권위, 사회적 인정을 갈망하며, 감정을 절제하고 목표를 향해 매진하는 결단력이 있습니다. 책임감을 통해 감정적 안정을 얻습니다.",{name}님의 영혼충동수 8은 염소자리 달의 성취 에너지와 연결됩니다. 사회적 인정과 책임감이 내면의 깊은 갈망입니다.
