id,label,name,desc,category,element,description
courage_pluto,Courage through Pluto,Courage - 명왕성,명왕성을 통해 실천하는 Courage,stoic_virtue,earth,Courage - 명왕성 - 명왕성을 통해 실천하는 Courage (카테고리: stoic_virtue) 원소: earth
temperance_sun,Temperance through Sun,Temperance - 태양,태양을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 태양 - 태양을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_moon,Temperance through Moon,Temperance - 달,달을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 달 - 달을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_mercury,Temperance through Mercury,Temperance - 수성,수성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 수성 - 수성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_venus,Temperance through Venus,Temperance - 금성,금성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 금성 - 금성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_mars,Temperance through Mars,Temperance - 화성,화성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 화성 - 화성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_jupiter,Temperance through Jupiter,Temperance - 목성,목성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 목성 - 목성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_saturn,Temperance through Saturn,Temperance - 토성,토성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 토성 - 토성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_uranus,Temperance through Uranus,Temperance - 천왕성,천왕성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 천왕성 - 천왕성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_neptune,Temperance through Neptune,Temperance - 해왕성,해왕성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 해왕성 - 해왕성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
temperance_pluto,Temperance through Pluto,Temperance - 명왕성,명왕성을 통해 실천하는 Temperance,stoic_virtue,earth,Temperance - 명왕성 - 명왕성을 통해 실천하는 Temperance (카테고리: stoic_virtue) 원소: earth
justice_sun,Justice through Sun,Justice - 태양,태양을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 태양 - 태양을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_moon,Justice through Moon,Justice - 달,달을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 달 - 달을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_mercury,Justice through Mercury,Justice - 수성,수성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 수성 - 수성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_venus,Justice through Venus,Justice - 금성,금성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 금성 - 금성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_mars,Justice through Mars,Justice - 화성,화성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 화성 - 화성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_jupiter,Justice through Jupiter,Justice - 목성,목성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 목성 - 목성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_saturn,Justice through Saturn,Justice - 토성,토성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 토성 - 토성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_uranus,Justice through Uranus,Justice - 천왕성,천왕성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 천왕성 - 천왕성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_neptune,Justice through Neptune,Justice - 해왕성,해왕성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 해왕성 - 해왕성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
justice_pluto,Justice through Pluto,Justice - 명왕성,명왕성을 통해 실천하는 Justice,stoic_virtue,earth,Justice - 명왕성 - 명왕성을 통해 실천하는 Justice (카테고리: stoic_virtue) 원소: earth
