id,label,type,progression_type,trigger,description,life_theme,typical_events,duration,psychological_shift,advice
PROG_011,태양호 태양 스퀘어 명왕성,progression,Solar Arc,태양호 방향(Solar Arc Direction)으로 태양이 출생 명왕성과 스퀘어(90도)를 이룰 때 활성화,"태양호 태양이 출생 명왕성과 스퀘어를 이루면 권력·변환·강박·재생의 주제가 강렬하게 활성화됩니다. 이 접촉은 기존의 자아 구조에 근본적인 도전을 가하며 삶에서 더 이상 작동하지 않는 것들이 강제적으로 제거됩니다. 명왕성의 에너지는 부드럽지 않습니다. 파괴를 통한 재생이라는 가혹하지만 궁극적으로 해방적인 과정을 경험합니다.","권력과 통제의 주제를 통한 근본적 자기 변환. 기존의 자아 이미지와 삶의 구조가 해체되고 더 진실된 형태로 재건됩니다. 죽음과 부활의 상징적 경험을 통해 더 깊은 진정성에 도달합니다. 억압된 힘과 그림자가 의식의 표면으로 올라옵니다.","직업이나 관계에서의 권력 투쟁 / 강제적 변화(해고·이별·건강 위기 등) / 숨겨진 진실의 폭로 / 심리치료나 깊은 내면 작업 시작 / 강박이나 집착의 극복 / 유산·상속·세금 등 공유 자원 관련 사건 / 삶과 죽음의 경계 경험","태양호 방향은 1년에 약 1도씩 진행하므로 정확한 스퀘어 시점 전후 약 1년 반에 걸쳐 영향이 작용합니다. 가장 강렬한 시기는 정확한 접촉 전후 6개월입니다.","기존의 자기 이미지가 산산이 부서지는 경험을 합니다. 자신이 통제할 수 없는 힘에 직면하며 깊은 무력감과 동시에 내면의 원시적 힘을 발견합니다. 억압했던 분노·욕망·공포가 표면으로 올라오며 이를 직면하는 것이 해방의 열쇠입니다. 궁극적으로 더 진실되고 강력한 자아를 재건하게 됩니다.","이 강렬한 시기를 저항하기보다 변환의 과정으로 수용하세요. 전문 심리 상담이나 치료를 적극 활용하고 통제하려는 충동을 내려놓는 연습을 하세요. 삶에서 죽어야 할 것들이 죽도록 허용하면 새로운 것이 태어날 공간이 생깁니다. 이 시기를 지나면 이전보다 훨씬 강하고 진실된 자신을 만나게 될 것입니다."
PROG_012,태양호 MC 합 목성,progression,Solar Arc,태양호 방향으로 MC가 출생 목성과 합(0도)을 이룰 때 활성화,"태양호 MC가 출생 목성과 합을 이루면 사회적 확장과 직업적 행운의 에너지가 강력하게 작용합니다. MC(사회적 지위·경력)에 목성(확장·풍요·기회)의 축복이 더해져 경력의 중요한 도약이 일어납니다. 더 큰 비전과 더 넓은 무대로 나아가는 시기이며 이전에는 불가능해 보였던 기회가 열립니다. 사회적 인정과 성공이 따르는 축복받은 시기입니다.","사회적 확장과 직업적 성장의 극대화. 더 큰 무대에서 자신의 능력을 발휘할 기회가 주어지며 사회적 역할이 확장됩니다. 교육·여행·출판 등을 통한 지식의 확장이 경력 발전과 연결되며 낙관적 비전이 현실화됩니다.","승진이나 직위의 대폭 상승 / 사업 확장이나 해외 진출 / 학위 취득이나 전문 자격 획득 / 출판이나 미디어 노출 / 멘토의 등장이나 후원자의 지원 / 대중적 인정이나 수상 / 교육이나 강연 활동의 시작","정확한 합 시점 전후 약 1-2년간 가장 강하게 작용하며 기회의 창은 이 기간에 가장 크게 열립니다.","사회적 자신감이 크게 상승하며 더 큰 꿈을 꿀 수 있다는 확신이 강해집니다. 낙관주의와 모험심이 고조되며 위험을 감수하는 것에 대한 두려움이 줄어듭니다. 자신의 사회적 가치와 기여에 대한 확신이 커지고 더 넓은 영향력을 행사하고 싶은 욕구가 강해집니다.","이 행운의 시기를 최대한 활용하되 과도한 확장이나 자만에 주의하세요. 목성의 에너지는 '더 많이'를 추구하므로 현실적 한계를 무시하는 우를 범하지 않도록 주의가 필요합니다. 기회가 올 때 적극적으로 잡으면서도 장기적 지속가능성을 고려하세요. 받은 축복을 나누고 후배를 멘토링하는 데 에너지를 사용하면 더 큰 성장으로 이어집니다."
PROG_013,태양호 ASC 합 금성,progression,Solar Arc,태양호 방향으로 어센던트(ASC)가 출생 금성과 합(0도)을 이룰 때 활성화,"태양호 어센던트가 출생 금성과 합을 이루면 외적 이미지와 사랑·아름다움의 에너지가 융합되는 매력적인 시기입니다. ASC(외적 자아·첫인상·신체적 표현)에 금성(사랑·미·조화)이 결합하여 개인적 매력이 극대화되고 사랑과 관계의 영역에서 중요한 사건이 일어납니다. 외모의 변화나 개인 스타일의 향상이 동반되며 삶 전체에 아름다움과 은총이 더해지는 시기입니다.","개인적 매력의 극대화와 사랑을 통한 자기 발견. 외적 자아가 금성의 에너지로 빛나며 타인과의 관계에서 새로운 차원의 연결이 가능해집니다. 자신의 매력과 가치를 새롭게 발견하며 사랑에 대한 개방성이 높아집니다.","중요한 만남이나 사랑의 시작 / 결혼이나 약혼 / 외모 변화(헤어스타일·패션·성형 등) / 예술 활동의 시작이나 전시 / 사회적 인기 상승 / 인테리어나 환경 개선 / 자기 돌봄과 미용에 대한 관심 증가","정확한 합 시점 전후 약 1년간 가장 강력하게 작용합니다. 매력과 관계의 에너지가 이 기간에 절정에 달합니다.","자기 자신에 대한 이미지가 긍정적으로 변하며 거울 속의 자신을 더 사랑하게 됩니다. 사랑에 대한 기대감이 높아지고 관계에 대한 감정적 개방성이 커집니다. 아름다움에 대한 감수성이 세련되어지며 삶의 질에 대한 기준이 높아집니다. 타인에게 더 많은 매력을 느끼게 하는 은근한 자신감이 발산됩니다.","이 매력의 시기를 사랑과 아름다움의 추구에 적극 활용하세요. 외모를 가꾸고 개인 스타일을 발전시키며 자신감을 강화하세요. 사랑이 찾아올 가능성이 높은 시기이므로 마음을 열어두되 외모나 매력에만 의존하는 관계는 피하세요. 내면의 아름다움과 외면의 매력을 동시에 가꾸는 것이 진정한 매력의 비결입니다."
PROG_014,태양호 화성 스퀘어 토성,progression,Solar Arc,태양호 방향으로 화성이 출생 토성과 스퀘어(90도)를 이룰 때 활성화,"태양호 화성이 출생 토성과 스퀘어를 이루면 행동과 제한 사이의 강렬한 갈등이 활성화됩니다. 화성(행동·욕망·공격성)과 토성(제한·규율·현실)이 직각으로 충돌하여 좌절·분노·억압의 에너지가 강하게 느껴집니다. 앞으로 나아가려는 의지가 현실의 벽에 부딪히는 경험이 반복되며 인내와 전략적 사고가 요구되는 시련의 시기입니다. 그러나 이 시련을 통과하면 진정한 내면의 힘과 인내력이 형성됩니다.","좌절을 통한 인내력과 전략적 사고의 개발. 욕구의 즉각적 충족이 차단되며 장기적 계획과 인내의 가치를 체득하게 됩니다. 분노와 좌절을 건설적으로 관리하는 법을 배우며 진정한 내면의 강인함이 시험되고 단련됩니다.","직업적 장애물이나 승진 보류 / 프로젝트 지연이나 취소 / 건강 문제(특히 뼈·관절·치아·근육) / 법적 분쟁이나 권위자와의 갈등 / 재정적 제한이나 비용 증가 / 과로나 번아웃 / 책임의 갑작스러운 증가","정확한 스퀘어 시점 전후 약 1-2년간 가장 강하게 작용합니다. 이 시기가 지나면 점차 제한이 완화되고 시련에서 얻은 힘이 발현되기 시작합니다.","좌절감과 분노가 내면에 축적되며 자신의 무력함에 대한 깊은 직면이 일어납니다. 인내의 한계가 시험받으며 분노를 어떻게 다루느냐가 이 시기의 핵심 과제입니다. 억압된 분노가 우울이나 신체 증상으로 나타날 수 있으며 건강한 표출 방법을 찾는 것이 중요합니다. 결국 진정한 강인함은 힘을 쓰는 것이 아니라 인내하는 것임을 배우게 됩니다.","이 시기를 개인적으로 성장하는 훈련 기간으로 받아들이세요. 좌절감을 파괴적으로 표출하지 말고 운동·무술·체력 훈련 등으로 건설적으로 해소하세요. 장기적 목표를 향해 한 걸음씩 꾸준히 나아가는 전략을 택하고 급한 것보다 확실한 것을 선택하세요. 건강 관리에 특히 주의를 기울이고 무리하지 마세요."
PROG_015,진행 태양 합 출생 달,progression,Secondary Progression,진행 태양이 출생 달과 합(0도)을 이룰 때 활성화,"진행 태양이 출생 달과 합을 이루면 의식적 자아(태양)와 감정적 본질(달)이 합일하는 깊은 통합의 시기입니다. 사회적 자아와 내면의 감정이 일치하게 되며 외면과 내면의 분리가 해소됩니다. 자신의 감정적 필요를 공적인 삶에서도 당당하게 표현하게 되며 진정성 있는 삶을 살기 시작합니다. 이 접촉은 가정과 직업·감정과 의지·어머니와 아버지적 에너지의 통합을 상징합니다.","내면과 외면의 통합. 사회적 역할과 감정적 욕구 사이의 갈등이 해소되며 전인적 자기표현이 가능해집니다. 가정과 경력의 균형을 찾으며 감정적 진정성이 사회적 성공의 기반이 됩니다. 부모와의 관계에서도 중요한 치유나 통합이 일어날 수 있습니다.","가정과 관련된 중요한 결정 / 부모와의 관계 변화(특히 어머니) / 새로운 가정 만들기(결혼·출산) / 직업에 감정적 소명을 통합하는 변화 / 감정적 진정성에 기반한 공적 표현 / 내면 치유 작업의 성과가 외면에 나타남","정확한 합 시점 전후 약 1년이 가장 강력하며 이 통합의 효과는 이후 수년간 지속적으로 삶에 영향을 미칩니다.","내면의 감정과 외면의 행동이 일치하기 시작하며 그동안 숨기거나 억압했던 감정적 욕구를 당당하게 인정하게 됩니다. 가정이나 어린 시절에 대한 감정이 현재의 삶과 통합되며 과거와 현재가 하나의 흐름으로 연결되는 느낌을 경험합니다. 자기 자신에 대한 깊은 수용과 이해가 일어납니다.","이 통합의 시기를 충분히 음미하세요. 감정적 진실과 사회적 역할 사이의 거리를 좁히는 구체적 행동을 취하고 진정성 있는 자기표현을 두려워하지 마세요. 가족이나 어린 시절에 관련된 미해결 감정이 있다면 이 시기가 치유의 적기입니다. 내면의 통합이 외면의 성공으로 자연스럽게 이어질 것을 믿으세요."
PROG_016,진행 수성 순행 전환,progression,Secondary Progression,출생 시 역행이었던 진행 수성이 순행으로 전환될 때 활성화,"진행 수성의 순행 전환은 출생 차트에서 수성이 역행이었던 사람에게 일어나는 중요한 전환점입니다. 수성은 사고·소통·학습·이동을 관장하며 역행은 이 기능들이 내향적이고 성찰적으로 작용하던 상태를 의미합니다. 순행 전환은 오랫동안 내면에서 숙성되던 생각들이 외부로 표현되기 시작하는 시점이며 소통 방식의 근본적 전환을 나타냅니다. 마치 오랜 침묵 후 처음으로 말문이 트이는 것과 같은 경험입니다.","내향적 사고에서 외향적 표현으로의 전환. 오랫동안 내면에서 무르익던 아이디어와 관점이 세상에 나올 준비가 되며 소통 능력이 비약적으로 향상됩니다. 학습과 정보 처리 방식이 변화하며 더 직접적이고 명확한 의사소통이 가능해집니다.","글쓰기나 출판 활동의 시작 / 공적 발언이나 프레젠테이션 능력 향상 / 새로운 학습이나 자격 취득 / 소통 관련 직업으로의 전환 / 형제자매나 이웃과의 관계 변화 / 새로운 기술 학습 / 언어 능력의 발전","진행 수성이 순행으로 전환되는 정확한 시점 전후 약 1-2년간 가장 강하게 작용하며 이후 수년에 걸쳐 소통 능력이 점진적으로 발전합니다.","그동안 머릿속에서만 맴돌던 생각들이 명확한 형태를 갖추기 시작합니다. 자신의 의견을 말하는 것에 대한 두려움이 줄어들고 지적 자신감이 상승합니다. 과거에는 이해하기 어려웠던 개념들이 갑자기 명확해지는 경험을 하며 소통에 대한 새로운 즐거움을 발견합니다. 내향적 깊이와 외향적 표현이 결합되어 독특하고 깊이 있는 소통 스타일이 형성됩니다.","이 시기를 소통 능력을 개발하는 기회로 적극 활용하세요. 글쓰기·블로그·강연·교육 등 자신의 생각을 표현하는 채널을 만들고 새로운 학습에 도전하세요. 오랫동안 말하지 못했던 것들을 적절한 방식으로 표현하되 역행 시기에 쌓은 깊이 있는 사고력을 잃지 마세요. 내면의 지혜를 외부와 나누는 것이 이 전환의 핵심입니다."
PROG_017,진행 금성 역행 전환,progression,Secondary Progression,출생 시 순행이었던 진행 금성이 역행으로 전환될 때 활성화,"진행 금성의 역행 전환은 사랑·가치관·관계의 영역에서 깊은 내면 성찰이 시작되는 중요한 전환점입니다. 금성이 순행에서 역행으로 바뀌면 외부에서 사랑과 가치를 추구하던 에너지가 내면으로 방향을 전환합니다. 외적 관계보다 자기 자신과의 관계가 우선시되며 자신이 진정으로 가치 있게 여기는 것이 무엇인지 재평가하는 시기가 시작됩니다. 이 전환은 인생에서 한 번만 일어나므로(모든 사람에게 일어나지 않음) 매우 의미심장합니다.","사랑과 가치의 내면화와 재평가. 외적 관계와 물질적 가치에서 내면의 사랑과 본질적 가치로 관심이 전환됩니다. 자기 사랑의 재정의가 일어나며 관계 패턴의 근본적 재검토가 시작됩니다. 예술적 표현이 더 내면적이고 깊어집니다.","관계의 재평가나 이별 / 가치관의 근본적 변화 / 재정 관리 방식의 변화 / 예술적 표현의 내면화 / 과거 관계의 재처리나 화해 / 자기 돌봄 방식의 변화 / 미적 취향의 변화","역행 전환 시점 전후 약 1-2년이 가장 강력하며 이후 진행 금성이 역행 상태로 움직이는 수년간 내면적 가치 탐구가 지속됩니다.","외부에서 인정과 사랑을 구하던 패턴이 약해지며 자기 자신에게서 사랑의 원천을 찾기 시작합니다. 기존 관계에서 불만족감이 커질 수 있으며 이는 관계가 나쁘다기보다 자신의 욕구가 변했음을 나타냅니다. 혼자만의 시간이 더 소중해지고 예술과 아름다움에 대한 감상이 더 깊어집니다.","이 내면 전환을 관계의 위기가 아닌 자기 발견의 기회로 받아들이세요. 자기 자신과의 관계를 가장 중요한 관계로 대하며 진정으로 가치 있는 것이 무엇인지 깊이 탐구하세요. 기존 관계가 흔들린다면 관계 자체를 서둘러 끝내기보다 자신의 변화를 먼저 이해하세요. 예술·명상·자기 성찰의 시간을 충분히 가지세요."
PROG_018,태양호 명왕성 합 태양,progression,Solar Arc,태양호 방향으로 명왕성이 출생 태양과 합(0도)을 이룰 때 활성화,"태양호 명왕성이 출생 태양과 합을 이루면 인생에서 가장 강력한 변환의 시기 중 하나가 시작됩니다. 명왕성(죽음·재생·심층 변환)이 태양(핵심 자아·생명력·정체성)과 직접 만나면 기존의 자아가 완전히 해체되고 불사조처럼 다시 태어나는 극적인 과정을 경험합니다. 이 접촉은 삶에서 한두 번밖에 일어나지 않는 드문 사건이며 그 강도와 깊이가 다른 어떤 접촉보다 강렬합니다.","정체성의 완전한 죽음과 재탄생. 기존의 자아 구조가 근본적으로 해체되며 더 이상 이전의 자신으로 살 수 없게 됩니다. 이 과정은 고통스럽지만 궁극적으로 훨씬 더 진실되고 강력한 자아의 탄생으로 이어집니다. 영혼의 가장 깊은 곳까지 닿는 변환이 일어납니다.","중대한 삶의 위기(건강·관계·직업) / 죽음과 가까운 경험이나 소중한 사람의 상실 / 깊은 심리치료나 영적 전환 / 권력 관계의 극적 변화 / 숨겨진 비밀의 폭로 / 삶의 완전한 재구성 / 트라우마의 치유와 통합","정확한 합 시점 전후 약 1-2년이 가장 강렬하며 전체적인 변환 과정은 2-3년에 걸쳐 진행될 수 있습니다.","인생의 바닥을 경험하는 듯한 깊은 위기감이 찾아올 수 있습니다. 기존에 자신이라고 믿었던 모든 것이 의문시되며 존재의 근원에 대한 깊은 탐구가 시작됩니다. 통제에 대한 환상이 깨어지고 삶의 더 큰 힘에 대한 겸손함이 생깁니다. 이 과정을 통과한 후에는 이전에는 상상할 수 없었던 내면의 힘과 깊이를 발견합니다.","이 극적인 변환기를 혼자 견디려 하지 마세요. 전문적 심리 치료나 영적 안내자의 도움을 적극적으로 구하고 자신을 사랑하는 사람들의 지지를 받아들이세요. 지금 일어나는 일이 아무리 고통스러워도 그것이 영원하지 않으며 더 나은 자신으로의 재탄생 과정임을 기억하세요. 억지로 붙잡으려 하지 말고 변환의 흐름에 자신을 맡기세요."
PROG_019,진행 달 리턴,progression,Secondary Progression,진행 달이 출생 달의 정확한 위치로 돌아올 때 활성화 - 약 27.3년 주기,"진행 달 리턴은 진행 달이 출생 차트의 달과 정확히 같은 위치로 돌아오는 순간으로 감정적 주기의 완전한 순환과 재시작을 의미합니다. 약 27.3년 주기로 일어나며 첫 번째 리턴(27-28세)은 감정적 성인이 되는 시점 두 번째 리턴(54-56세)은 감정적 지혜의 확립 시점입니다. 이 순간 과거의 감정적 경험이 총결산되며 새로운 감정적 주기가 시작됩니다.","감정적 성숙의 완성과 새로운 감정적 주기의 시작. 이전 주기에서 경험한 모든 감정적 교훈이 통합되며 감정적 자아의 재탄생이 일어납니다. 첫 번째 리턴에서는 성인으로서의 감정적 독립이 두 번째 리턴에서는 감정적 지혜와 평화가 주제입니다.","감정적으로 중요한 관계의 시작이나 종결 / 거주지 변경이나 가정환경의 변화 / 부모 역할의 시작이나 변화 / 깊은 감정적 치유의 완성 / 새로운 감정적 패턴의 시작 / 삶의 방향에 대한 감정적 확신 / 내면의 평화 경험","정확한 리턴 시점 전후 약 3-6개월이 가장 강력한 전환기이며 새로운 주기의 에너지가 안정화되는 데 약 1년이 소요됩니다.","지난 27년간의 감정적 여정을 전체적으로 조망하게 되며 깊은 향수와 감사가 동시에 찾아옵니다. 감정적으로 원점에 돌아온 느낌이지만 이전보다 훨씬 깊은 이해와 지혜를 가지고 있음을 인식합니다. 새로운 주기에 대한 기대와 동시에 과거를 놓아주는 슬픔이 공존하며 이 양면적 감정을 모두 수용하는 것이 성숙의 증거입니다.","이 순환의 완성을 의식적으로 기념하세요. 지난 주기의 감정적 여정을 일기나 편지로 정리하고 감사와 해방의 의식을 행하세요. 새로운 주기에 어떤 감정적 씨앗을 심을 것인지 의식적으로 의도를 설정하고 과거의 미해결 감정이 있다면 이 전환의 시점에서 정리하세요. 당신은 지금 감정적으로 한 단계 더 성숙한 존재로 다시 태어나고 있습니다."
PROG_020,태양호 목성 합 ASC,progression,Solar Arc,태양호 방향으로 목성이 출생 어센던트(ASC)와 합(0도)을 이룰 때 활성화,"태양호 목성이 출생 어센던트와 합을 이루면 개인적 확장과 행운의 에너지가 외적 자아에 직접 작용하는 축복의 시기입니다. 목성(확장·행운·지혜·풍요)이 ASC(외적 자아·신체·인생 접근법)와 만나면 삶 자체가 확장되고 풍요로워집니다. 새로운 가능성이 사방에서 열리며 낙관적 에너지와 자신감이 넘칩니다. 인생에서 가장 행운이 따르는 시기 중 하나로 삶의 여러 영역에서 동시에 긍정적 변화가 일어날 수 있습니다.","삶의 전면적 확장과 개인적 성장. 세계관이 넓어지고 자기 자신에 대한 이해가 깊어지며 삶에 대한 낙관과 신뢰가 강화됩니다. 육체적·정신적·영적으로 성장하고 확장하려는 욕구가 강해지며 새로운 경험에 대한 갈망이 커집니다.","해외여행이나 이민 / 고등교육이나 학위 시작 / 중요한 스승이나 멘토와의 만남 / 출판이나 미디어 활동 / 법적 분쟁의 긍정적 해결 / 종교적·영적 탐구의 시작 / 신체적 건강의 개선이나 체중 증가 / 사회적 영향력의 확대","정확한 합 시점 전후 약 1-2년간 가장 강력하게 작용합니다. 이 기간 동안 열리는 기회의 창을 잘 활용하는 것이 중요합니다.","삶에 대한 깊은 감사와 낙관이 마음을 채웁니다. 두려움이 줄어들고 모험심이 강해지며 새로운 것을 시도하는 것에 대한 저항이 크게 감소합니다. 자기 자신과 세상에 대한 신뢰가 깊어지며 우주가 자신을 지지하고 있다는 직관적 확신이 생깁니다. 관대해지고 타인과 나누려는 마음이 커집니다.","이 축복의 시기를 최대한 활용하되 겸손함을 잃지 마세요. 목성의 에너지는 과도한 확장이나 낙관의 함정도 있으므로 현실적 판단을 유지하세요. 새로운 경험과 학습에 적극 투자하되 소화할 수 있는 범위 내에서 확장하세요. 받은 축복을 나누는 것이 더 큰 풍요를 가져오며 이 시기의 긍정적 에너지를 장기적 비전과 연결시키면 인생을 바꾸는 결정을 내릴 수 있습니다."
