edge_id,source,target,relation,weight,description
03a9453712ce9a2b,TM_19,TCOMB_TM_00_TM_19,combo_member,1,TM_19 participates in 바보+태양 via combo_member.
657e343929b1475c,TM_00,TCOMB_TM_00_TM_20,combo_member,1,TM_00 participates in 바보+심판 via combo_member.
d6496562342e05d5,TM_20,TCOMB_TM_00_TM_20,combo_member,1,TM_20 participates in 바보+심판 via combo_member.
c151b7dc0b917efe,TM_00,TCOMB_TM_00_TM_21,combo_member,1,TM_00 participates in 바보+세계 via combo_member.
3adbb8bf0bee2c7a,TM_21,TCOMB_TM_00_TM_21,combo_member,1,TM_21 participates in 바보+세계 via combo_member.
be7e82f25582b28b,TM_00,TCOMB_TM_00_TM_wands_ace,combo_member,1,TM_00 participates in 바보+완드 unknown via combo_member.
1e421134d93303bc,TM_wands_ace,TCOMB_TM_00_TM_wands_ace,combo_member,1,TM_wands_ace participates in 바보+완드 unknown via combo_member.
b4992ef88843a2c5,TM_00,TCOMB_TM_00_TM_wands_10,combo_member,1,TM_00 participates in 바보+완드 10 via combo_member.
524c92e311cf1bd4,TM_wands_10,TCOMB_TM_00_TM_wands_10,combo_member,1,TM_wands_10 participates in 바보+완드 10 via combo_member.
97b5ef8d7fd52a35,TM_00,TCOMB_TM_00_TM_wands_page,combo_member,1,TM_00 participates in 바보+완드 unknown via combo_member.
db2a4b448b79ac25,TM_wands_page,TCOMB_TM_00_TM_wands_page,combo_member,1,TM_wands_page participates in 바보+완드 unknown via combo_member.
8fb010cdfa9f9778,TM_00,TCOMB_TM_00_TM_wands_knight,combo_member,1,TM_00 participates in 바보+완드 unknown via combo_member.
e6a1dc8a548e756e,TM_wands_knight,TCOMB_TM_00_TM_wands_knight,combo_member,1,TM_wands_knight participates in 바보+완드 unknown via combo_member.
fcd127fbc583e2d2,TM_00,TCOMB_TM_00_TM_wands_queen,combo_member,1,TM_00 participates in 바보+완드 unknown via combo_member.
8bfd72875cb5143a,TM_wands_queen,TCOMB_TM_00_TM_wands_queen,combo_member,1,TM_wands_queen participates in 바보+완드 unknown via combo_member.
1d708f26c39d9c2b,TM_00,TCOMB_TM_00_TM_wands_king,combo_member,1,TM_00 participates in 바보+완드 ? via combo_member.
acecfc1ef461ffbc,TM_wands_king,TCOMB_TM_00_TM_wands_king,combo_member,1,TM_wands_king participates in 바보+완드 ? via combo_member.
473d4e55af6f696e,TM_00,TCOMB_TM_00_TM_cups_ace,combo_member,1,TM_00 participates in 바보+컵 unknown via combo_member.
8995f8e49eadf83d,TM_cups_ace,TCOMB_TM_00_TM_cups_ace,combo_member,1,TM_cups_ace participates in 바보+컵 unknown via combo_member.
0ff4956d6b227109,TM_00,TCOMB_TM_00_TM_cups_10,combo_member,1,TM_00 participates in 바보+컵 10 via combo_member.
a7eb6f36a26d2e1b,TM_cups_10,TCOMB_TM_00_TM_cups_10,combo_member,1,TM_cups_10 participates in 바보+컵 10 via combo_member.
0ca2caaba6c70e40,TM_00,TCOMB_TM_00_TM_cups_page,combo_member,1,TM_00 participates in 바보+컵 unknown via combo_member.
ffe5bf503637c7a6,TM_cups_page,TCOMB_TM_00_TM_cups_page,combo_member,1,TM_cups_page participates in 바보+컵 unknown via combo_member.
e9a7ada6d09c3871,TM_00,TCOMB_TM_00_TM_cups_knight,combo_member,1,TM_00 participates in 바보+컵 unknown via combo_member.
98851f7c8bc06d73,TM_cups_knight,TCOMB_TM_00_TM_cups_knight,combo_member,1,TM_cups_knight participates in 바보+컵 unknown via combo_member.
e850cedb2375a24e,TM_00,TCOMB_TM_00_TM_cups_queen,combo_member,1,TM_00 participates in 바보+컵 unknown via combo_member.
38d31093a7d4323a,TM_cups_queen,TCOMB_TM_00_TM_cups_queen,combo_member,1,TM_cups_queen participates in 바보+컵 unknown via combo_member.
9a676669ab9b6270,TM_00,TCOMB_TM_00_TM_cups_king,combo_member,1,TM_00 participates in 바보+컵 ? via combo_member.
3dabb9daa3bcacc3,TM_cups_king,TCOMB_TM_00_TM_cups_king,combo_member,1,TM_cups_king participates in 바보+컵 ? via combo_member.
0263db5a020cda88,TM_00,TCOMB_TM_00_TM_swords_ace,combo_member,1,TM_00 participates in 바보+소드 unknown via combo_member.
d675bc84e29c5bb0,TM_swords_ace,TCOMB_TM_00_TM_swords_ace,combo_member,1,TM_swords_ace participates in 바보+소드 unknown via combo_member.
f0af1bc05ebfb43c,TM_00,TCOMB_TM_00_TM_swords_10,combo_member,1,TM_00 participates in 바보+소드 10 via combo_member.
bc3981740cac0b4b,TM_swords_10,TCOMB_TM_00_TM_swords_10,combo_member,1,TM_swords_10 participates in 바보+소드 10 via combo_member.
545c8e2f81b7a580,TM_00,TCOMB_TM_00_TM_swords_page,combo_member,1,TM_00 participates in 바보+소드 unknown via combo_member.
24f642ecbd3e4aa4,TM_swords_page,TCOMB_TM_00_TM_swords_page,combo_member,1,TM_swords_page participates in 바보+소드 unknown via combo_member.
56ae8c4a2e2b1b24,TM_00,TCOMB_TM_00_TM_swords_knight,combo_member,1,TM_00 participates in 바보+소드 unknown via combo_member.
62bad2c10834bbe3,TM_swords_knight,TCOMB_TM_00_TM_swords_knight,combo_member,1,TM_swords_knight participates in 바보+소드 unknown via combo_member.
84109ad7d7d2b655,TM_00,TCOMB_TM_00_TM_swords_queen,combo_member,1,TM_00 participates in 바보+소드 unknown via combo_member.
4d3c3730c40f72e2,TM_swords_queen,TCOMB_TM_00_TM_swords_queen,combo_member,1,TM_swords_queen participates in 바보+소드 unknown via combo_member.
e45bfee5601b6ba7,TM_00,TCOMB_TM_00_TM_swords_king,combo_member,1,TM_00 participates in 바보+소드 ? via combo_member.
e4b7e6061cc61b1d,TM_swords_king,TCOMB_TM_00_TM_swords_king,combo_member,1,TM_swords_king participates in 바보+소드 ? via combo_member.
b043c9c8d192d98e,TM_00,TCOMB_TM_00_TM_pent_ace,combo_member,1,TM_00 participates in 바보+펜타클 unknown via combo_member.
3647bc60c8f3afbc,TM_pent_ace,TCOMB_TM_00_TM_pent_ace,combo_member,1,TM_pent_ace participates in 바보+펜타클 unknown via combo_member.
c305e81ae1f413d3,TM_00,TCOMB_TM_00_TM_pent_10,combo_member,1,TM_00 participates in 바보+펜타클 10 via combo_member.
c36f87e0f3e5cb82,TM_pent_10,TCOMB_TM_00_TM_pent_10,combo_member,1,TM_pent_10 participates in 바보+펜타클 10 via combo_member.
f04ffb46d183c19d,TM_00,TCOMB_TM_00_TM_pent_page,combo_member,1,TM_00 participates in 바보+펜타클 unknown via combo_member.
d4ca0f36c7392185,TM_pent_page,TCOMB_TM_00_TM_pent_page,combo_member,1,TM_pent_page participates in 바보+펜타클 unknown via combo_member.
0519716018e50daf,TM_00,TCOMB_TM_00_TM_pent_knight,combo_member,1,TM_00 participates in 바보+펜타클 unknown via combo_member.
6941e2a1d37b868f,TM_pent_knight,TCOMB_TM_00_TM_pent_knight,combo_member,1,TM_pent_knight participates in 바보+펜타클 unknown via combo_member.
9df4e045b401fa0c,TM_00,TCOMB_TM_00_TM_pent_queen,combo_member,1,TM_00 participates in 바보+펜타클 unknown via combo_member.
16b64e5c1b3b0b4d,TM_pent_queen,TCOMB_TM_00_TM_pent_queen,combo_member,1,TM_pent_queen participates in 바보+펜타클 unknown via combo_member.
d8629dc1a495245c,TM_00,TCOMB_TM_00_TM_pent_king,combo_member,1,TM_00 participates in 바보+펜타클 ? via combo_member.
48352ec4e6824f29,TM_pent_king,TCOMB_TM_00_TM_pent_king,combo_member,1,TM_pent_king participates in 바보+펜타클 ? via combo_member.
132d3153daf553a2,TM_01,TCOMB_TM_01_TM_02,combo_member,1,TM_01 participates in 마법사+여사제 via combo_member.
0b0ba19645e08e9b,TM_02,TCOMB_TM_01_TM_02,combo_member,1,TM_02 participates in 마법사+여사제 via combo_member.
858295e408bea2df,TM_01,TCOMB_TM_01_TM_03,combo_member,1,TM_01 participates in 마법사+여황제 via combo_member.
772856706391e9e9,TM_03,TCOMB_TM_01_TM_03,combo_member,1,TM_03 participates in 마법사+여황제 via combo_member.
6943e2998543de0f,TM_01,TCOMB_TM_01_TM_04,combo_member,1,TM_01 participates in 마법사+황제 via combo_member.
27773694c31851c5,TM_04,TCOMB_TM_01_TM_04,combo_member,1,TM_04 participates in 마법사+황제 via combo_member.
3c9e76d49eb4900f,TM_01,TCOMB_TM_01_TM_05,combo_member,1,TM_01 participates in 마법사+교황 via combo_member.
634e9088ad4835f4,TM_05,TCOMB_TM_01_TM_05,combo_member,1,TM_05 participates in 마법사+교황 via combo_member.
2a2c40f1cb7081f5,TM_01,TCOMB_TM_01_TM_06,combo_member,1,TM_01 participates in 마법사+연인 via combo_member.
6a733de0eb54a773,TM_06,TCOMB_TM_01_TM_06,combo_member,1,TM_06 participates in 마법사+연인 via combo_member.
3ff26c1b3dc8a3fb,TM_01,TCOMB_TM_01_TM_07,combo_member,1,TM_01 participates in 마법사+전차 via combo_member.
b506617aca5bd143,TM_07,TCOMB_TM_01_TM_07,combo_member,1,TM_07 participates in 마법사+전차 via combo_member.
e6a6275f649a7ad1,TM_01,TCOMB_TM_01_TM_08,combo_member,1,TM_01 participates in 마법사+힘 via combo_member.
f557ee88341ae427,TM_08,TCOMB_TM_01_TM_08,combo_member,1,TM_08 participates in 마법사+힘 via combo_member.
92f94e8f95bb224d,TM_01,TCOMB_TM_01_TM_09,combo_member,1,TM_01 participates in 마법사+은둔자 via combo_member.
b51f047bf05fde58,TM_09,TCOMB_TM_01_TM_09,combo_member,1,TM_09 participates in 마법사+은둔자 via combo_member.
f4536af541e7a04d,TM_01,TCOMB_TM_01_TM_10,combo_member,1,TM_01 participates in 마법사+운명의수레바퀴 via combo_member.
1551f7f0ba0d01d5,TM_10,TCOMB_TM_01_TM_10,combo_member,1,TM_10 participates in 마법사+운명의수레바퀴 via combo_member.
641157237589d5bd,TM_01,TCOMB_TM_01_TM_11,combo_member,1,TM_01 participates in 마법사+정의 via combo_member.
2df8cc782299cbc8,TM_11,TCOMB_TM_01_TM_11,combo_member,1,TM_11 participates in 마법사+정의 via combo_member.
4933f708c70593ca,TM_01,TCOMB_TM_01_TM_12,combo_member,1,TM_01 participates in 마법사+매달린사람 via combo_member.
5b99e7f155868e4f,TM_12,TCOMB_TM_01_TM_12,combo_member,1,TM_12 participates in 마법사+매달린사람 via combo_member.
83d64925ebb4078d,TM_01,TCOMB_TM_01_TM_13,combo_member,1,TM_01 participates in 마법사+죽음 via combo_member.
94489459b497a5db,TM_13,TCOMB_TM_01_TM_13,combo_member,1,TM_13 participates in 마법사+죽음 via combo_member.
35e09ce3b54f2b83,TM_01,TCOMB_TM_01_TM_14,combo_member,1,TM_01 participates in 마법사+절제 via combo_member.
73574e6e1ff0a0cf,TM_14,TCOMB_TM_01_TM_14,combo_member,1,TM_14 participates in 마법사+절제 via combo_member.
168f2935d80e9f95,TM_01,TCOMB_TM_01_TM_15,combo_member,1,TM_01 participates in 마법사+악마 via combo_member.
1eb477e343e46a9b,TM_15,TCOMB_TM_01_TM_15,combo_member,1,TM_15 participates in 마법사+악마 via combo_member.
41d9d29e857588f9,TM_01,TCOMB_TM_01_TM_16,combo_member,1,TM_01 participates in 마법사+탑 via combo_member.
82ef8dfd08e61c1b,TM_16,TCOMB_TM_01_TM_16,combo_member,1,TM_16 participates in 마법사+탑 via combo_member.
7f82b275b87b82c5,TM_01,TCOMB_TM_01_TM_17,combo_member,1,TM_01 participates in 마법사+별 via combo_member.
50395085cf92a954,TM_17,TCOMB_TM_01_TM_17,combo_member,1,TM_17 participates in 마법사+별 via combo_member.
8cf1f50b65e2af6b,TM_01,TCOMB_TM_01_TM_18,combo_member,1,TM_01 participates in 마법사+달 via combo_member.
5859285bce77bfc2,TM_18,TCOMB_TM_01_TM_18,combo_member,1,TM_18 participates in 마법사+달 via combo_member.
64edc9ac8c802f51,TM_01,TCOMB_TM_01_TM_19,combo_member,1,TM_01 participates in 마법사+태양 via combo_member.
47fcfb1010445e93,TM_19,TCOMB_TM_01_TM_19,combo_member,1,TM_19 participates in 마법사+태양 via combo_member.
c135faa55356cf2a,TM_01,TCOMB_TM_01_TM_20,combo_member,1,TM_01 participates in 마법사+심판 via combo_member.
11ddfe3ca57f4ea8,TM_20,TCOMB_TM_01_TM_20,combo_member,1,TM_20 participates in 마법사+심판 via combo_member.
af43db893927d9c7,TM_01,TCOMB_TM_01_TM_21,combo_member,1,TM_01 participates in 마법사+세계 via combo_member.
2ded522e02547486,TM_21,TCOMB_TM_01_TM_21,combo_member,1,TM_21 participates in 마법사+세계 via combo_member.
22572c6e7d98dc16,TM_01,TCOMB_TM_01_TM_wands_ace,combo_member,1,TM_01 participates in 마법사+완드 unknown via combo_member.
da94b38b8362e66a,TM_wands_ace,TCOMB_TM_01_TM_wands_ace,combo_member,1,TM_wands_ace participates in 마법사+완드 unknown via combo_member.
61eae15a414bc7e3,TM_01,TCOMB_TM_01_TM_wands_10,combo_member,1,TM_01 participates in 마법사+완드 10 via combo_member.
93d6105bea3e767d,TM_wands_10,TCOMB_TM_01_TM_wands_10,combo_member,1,TM_wands_10 participates in 마법사+완드 10 via combo_member.
6359b6c4dbb4e5b6,TM_01,TCOMB_TM_01_TM_wands_page,combo_member,1,TM_01 participates in 마법사+완드 unknown via combo_member.
afbb542438757a18,TM_wands_page,TCOMB_TM_01_TM_wands_page,combo_member,1,TM_wands_page participates in 마법사+완드 unknown via combo_member.
c32fe4857ae06734,TM_01,TCOMB_TM_01_TM_wands_knight,combo_member,1,TM_01 participates in 마법사+완드 unknown via combo_member.
55a78530d4b67624,TM_wands_knight,TCOMB_TM_01_TM_wands_knight,combo_member,1,TM_wands_knight participates in 마법사+완드 unknown via combo_member.
f363e5cb3113a3b1,TM_01,TCOMB_TM_01_TM_wands_queen,combo_member,1,TM_01 participates in 마법사+완드 unknown via combo_member.
7b42fa37cbc952f4,TM_wands_queen,TCOMB_TM_01_TM_wands_queen,combo_member,1,TM_wands_queen participates in 마법사+완드 unknown via combo_member.
9d3c6caef7185baa,TM_01,TCOMB_TM_01_TM_wands_king,combo_member,1,TM_01 participates in 마법사+완드 ? via combo_member.
ed2b8f577a3c8e27,TM_wands_king,TCOMB_TM_01_TM_wands_king,combo_member,1,TM_wands_king participates in 마법사+완드 ? via combo_member.
607347899507807f,TM_01,TCOMB_TM_01_TM_cups_ace,combo_member,1,TM_01 participates in 마법사+컵 unknown via combo_member.
3da1f63010488ed2,TM_cups_ace,TCOMB_TM_01_TM_cups_ace,combo_member,1,TM_cups_ace participates in 마법사+컵 unknown via combo_member.
0f8035308bc44a74,TM_01,TCOMB_TM_01_TM_cups_10,combo_member,1,TM_01 participates in 마법사+컵 10 via combo_member.
5d89cfc3ed978e55,TM_cups_10,TCOMB_TM_01_TM_cups_10,combo_member,1,TM_cups_10 participates in 마법사+컵 10 via combo_member.
214959969a0e8726,TM_01,TCOMB_TM_01_TM_cups_page,combo_member,1,TM_01 participates in 마법사+컵 unknown via combo_member.
f6b243b108a33c39,TM_cups_page,TCOMB_TM_01_TM_cups_page,combo_member,1,TM_cups_page participates in 마법사+컵 unknown via combo_member.
85a74101e75e1556,TM_01,TCOMB_TM_01_TM_cups_knight,combo_member,1,TM_01 participates in 마법사+컵 unknown via combo_member.
75df1ad6a893152f,TM_cups_knight,TCOMB_TM_01_TM_cups_knight,combo_member,1,TM_cups_knight participates in 마법사+컵 unknown via combo_member.
aee060812ff23d4f,TM_01,TCOMB_TM_01_TM_cups_queen,combo_member,1,TM_01 participates in 마법사+컵 unknown via combo_member.
4b7d45c02401a224,TM_cups_queen,TCOMB_TM_01_TM_cups_queen,combo_member,1,TM_cups_queen participates in 마법사+컵 unknown via combo_member.
8992b123b5a88ec9,TM_01,TCOMB_TM_01_TM_cups_king,combo_member,1,TM_01 participates in 마법사+컵 ? via combo_member.
e0fbc857cd8f3910,TM_cups_king,TCOMB_TM_01_TM_cups_king,combo_member,1,TM_cups_king participates in 마법사+컵 ? via combo_member.
bb17d8ad38415bce,TM_01,TCOMB_TM_01_TM_swords_ace,combo_member,1,TM_01 participates in 마법사+소드 unknown via combo_member.
ac15857a2e94c8fa,TM_swords_ace,TCOMB_TM_01_TM_swords_ace,combo_member,1,TM_swords_ace participates in 마법사+소드 unknown via combo_member.
66a66cdb1608c57e,TM_01,TCOMB_TM_01_TM_swords_10,combo_member,1,TM_01 participates in 마법사+소드 10 via combo_member.
2b8f372d78e4a29e,TM_swords_10,TCOMB_TM_01_TM_swords_10,combo_member,1,TM_swords_10 participates in 마법사+소드 10 via combo_member.
6e0e98be4f02c200,TM_01,TCOMB_TM_01_TM_swords_page,combo_member,1,TM_01 participates in 마법사+소드 unknown via combo_member.
629932d4eb7f407d,TM_swords_page,TCOMB_TM_01_TM_swords_page,combo_member,1,TM_swords_page participates in 마법사+소드 unknown via combo_member.
dfa5139c19e8119b,TM_01,TCOMB_TM_01_TM_swords_knight,combo_member,1,TM_01 participates in 마법사+소드 unknown via combo_member.
931e242d43ca3b53,TM_swords_knight,TCOMB_TM_01_TM_swords_knight,combo_member,1,TM_swords_knight participates in 마법사+소드 unknown via combo_member.
6421f693ffeb6ede,TM_01,TCOMB_TM_01_TM_swords_queen,combo_member,1,TM_01 participates in 마법사+소드 unknown via combo_member.
8150a7fb3968e960,TM_swords_queen,TCOMB_TM_01_TM_swords_queen,combo_member,1,TM_swords_queen participates in 마법사+소드 unknown via combo_member.
6278de6f66e4f215,TM_01,TCOMB_TM_01_TM_swords_king,combo_member,1,TM_01 participates in 마법사+소드 ? via combo_member.
8cfa2f9f8e6ab177,TM_swords_king,TCOMB_TM_01_TM_swords_king,combo_member,1,TM_swords_king participates in 마법사+소드 ? via combo_member.
4278adb2b569e935,TM_01,TCOMB_TM_01_TM_pent_ace,combo_member,1,TM_01 participates in 마법사+펜타클 unknown via combo_member.
2d1c2ad3e507f963,TM_pent_ace,TCOMB_TM_01_TM_pent_ace,combo_member,1,TM_pent_ace participates in 마법사+펜타클 unknown via combo_member.
b2994b3b1c586b1f,TM_01,TCOMB_TM_01_TM_pent_10,combo_member,1,TM_01 participates in 마법사+펜타클 10 via combo_member.
5a30d4615b1ec677,TM_pent_10,TCOMB_TM_01_TM_pent_10,combo_member,1,TM_pent_10 participates in 마법사+펜타클 10 via combo_member.
7cf429a993533382,TM_01,TCOMB_TM_01_TM_pent_page,combo_member,1,TM_01 participates in 마법사+펜타클 unknown via combo_member.
c782a305b45b02c7,TM_pent_page,TCOMB_TM_01_TM_pent_page,combo_member,1,TM_pent_page participates in 마법사+펜타클 unknown via combo_member.
abf0760d889d6c21,TM_01,TCOMB_TM_01_TM_pent_knight,combo_member,1,TM_01 participates in 마법사+펜타클 unknown via combo_member.
8c5ec8a5740d6e4c,TM_pent_knight,TCOMB_TM_01_TM_pent_knight,combo_member,1,TM_pent_knight participates in 마법사+펜타클 unknown via combo_member.
198249a06bf19454,TM_01,TCOMB_TM_01_TM_pent_queen,combo_member,1,TM_01 participates in 마법사+펜타클 unknown via combo_member.
b604979b2b4b8c41,TM_pent_queen,TCOMB_TM_01_TM_pent_queen,combo_member,1,TM_pent_queen participates in 마법사+펜타클 unknown via combo_member.
8e1584846a1d84f1,TM_01,TCOMB_TM_01_TM_pent_king,combo_member,1,TM_01 participates in 마법사+펜타클 ? via combo_member.
7cfa294ca2f8ba80,TM_pent_king,TCOMB_TM_01_TM_pent_king,combo_member,1,TM_pent_king participates in 마법사+펜타클 ? via combo_member.
a9cf53c1740d6020,TM_02,TCOMB_TM_02_TM_03,combo_member,1,TM_02 participates in 여사제+여황제 via combo_member.
c6b8629f93771849,TM_03,TCOMB_TM_02_TM_03,combo_member,1,TM_03 participates in 여사제+여황제 via combo_member.
12b460b039825380,TM_02,TCOMB_TM_02_TM_04,combo_member,1,TM_02 participates in 여사제+황제 via combo_member.
55251656ad6c5234,TM_04,TCOMB_TM_02_TM_04,combo_member,1,TM_04 participates in 여사제+황제 via combo_member.
f227e874b23c2f38,TM_02,TCOMB_TM_02_TM_05,combo_member,1,TM_02 participates in 여사제+교황 via combo_member.
09a734942a047800,TM_05,TCOMB_TM_02_TM_05,combo_member,1,TM_05 participates in 여사제+교황 via combo_member.
b12337eaeefd15b2,TM_02,TCOMB_TM_02_TM_06,combo_member,1,TM_02 participates in 여사제+연인 via combo_member.
7cb9e0d1bc974ad4,TM_06,TCOMB_TM_02_TM_06,combo_member,1,TM_06 participates in 여사제+연인 via combo_member.
cc9c3dea844bc3f0,TM_02,TCOMB_TM_02_TM_07,combo_member,1,TM_02 participates in 여사제+전차 via combo_member.
b8dea9244fef9b94,TM_07,TCOMB_TM_02_TM_07,combo_member,1,TM_07 participates in 여사제+전차 via combo_member.
f6e8e090e4921b72,TM_02,TCOMB_TM_02_TM_08,combo_member,1,TM_02 participates in 여사제+힘 via combo_member.
b6a5b9a89d8c06d9,TM_08,TCOMB_TM_02_TM_08,combo_member,1,TM_08 participates in 여사제+힘 via combo_member.
2170d3efe44b5f14,TM_02,TCOMB_TM_02_TM_09,combo_member,1,TM_02 participates in 여사제+은둔자 via combo_member.
87c32a228775558c,TM_09,TCOMB_TM_02_TM_09,combo_member,1,TM_09 participates in 여사제+은둔자 via combo_member.
9a2c33d549ba73b4,TM_02,TCOMB_TM_02_TM_10,combo_member,1,TM_02 participates in 여사제+운명의수레바퀴 via combo_member.
b7b578563372936a,TM_10,TCOMB_TM_02_TM_10,combo_member,1,TM_10 participates in 여사제+운명의수레바퀴 via combo_member.
8e57d93de5bf751f,TM_02,TCOMB_TM_02_TM_11,combo_member,1,TM_02 participates in 여사제+정의 via combo_member.
19e95a75a0603c3c,TM_11,TCOMB_TM_02_TM_11,combo_member,1,TM_11 participates in 여사제+정의 via combo_member.
2dabf83d6f097696,TM_02,TCOMB_TM_02_TM_12,combo_member,1,TM_02 participates in 여사제+매달린사람 via combo_member.
0eac5cf4d42a5a63,TM_12,TCOMB_TM_02_TM_12,combo_member,1,TM_12 participates in 여사제+매달린사람 via combo_member.
6124df2b51ac1c7d,TM_02,TCOMB_TM_02_TM_13,combo_member,1,TM_02 participates in 여사제+죽음 via combo_member.
99863c77d1598569,TM_13,TCOMB_TM_02_TM_13,combo_member,1,TM_13 participates in 여사제+죽음 via combo_member.
8fb4ed07d1b13cd3,TM_02,TCOMB_TM_02_TM_14,combo_member,1,TM_02 participates in 여사제+절제 via combo_member.
be21b9f2f9d896d6,TM_14,TCOMB_TM_02_TM_14,combo_member,1,TM_14 participates in 여사제+절제 via combo_member.
2c0df34cbc594ef7,TM_02,TCOMB_TM_02_TM_15,combo_member,1,TM_02 participates in 여사제+악마 via combo_member.
d197483894364f5e,TM_15,TCOMB_TM_02_TM_15,combo_member,1,TM_15 participates in 여사제+악마 via combo_member.
b0e2ff7049bab488,TM_02,TCOMB_TM_02_TM_16,combo_member,1,TM_02 participates in 여사제+탑 via combo_member.
5b959dce8c2a606b,TM_16,TCOMB_TM_02_TM_16,combo_member,1,TM_16 participates in 여사제+탑 via combo_member.
9086a3f932000456,TM_02,TCOMB_TM_02_TM_17,combo_member,1,TM_02 participates in 여사제+별 via combo_member.
