id,label,desc,type,card1_id,card2_id,element_relation
TCOMB_TM_00_TM_11,바보+정의,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 정의의 균형, 공정가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 정의의 균형, 공정가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 정의의 균형, 공정가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. 같은 원소(unknown)라 에너지가 한 방향으로 모입니다. | summary: 바보+정의 조합 (unknown)",tarot_combination,TM_00,TM_11,unknown
TCOMB_TM_00_TM_12,바보+매달린사람,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 매달린사람의 항복, 새로운 관점가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 매달린사람의 항복, 새로운 관점가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 매달린사람의 항복, 새로운 관점가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+매달린사람 조합 (unknown)",tarot_combination,TM_00,TM_12,unknown
TCOMB_TM_00_TM_13,바보+죽음,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 죽음의 변환, 끝과 시작가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 죽음의 변환, 끝과 시작가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 죽음의 변환, 끝과 시작가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+죽음 조합 (unknown)",tarot_combination,TM_00,TM_13,unknown
TCOMB_TM_00_TM_14,바보+절제,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 절제의 균형, 조화가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 절제의 균형, 조화가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 절제의 균형, 조화가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+절제 조합 (unknown)",tarot_combination,TM_00,TM_14,unknown
TCOMB_TM_00_TM_15,바보+악마,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 악마의 그림자, 집착가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 악마의 그림자, 집착가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 악마의 그림자, 집착가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+악마 조합 (unknown)",tarot_combination,TM_00,TM_15,unknown
TCOMB_TM_00_TM_16,바보+탑,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 탑의 갑작스러운 붕괴, 계시가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 탑의 갑작스러운 붕괴, 계시가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 탑의 갑작스러운 붕괴, 계시가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+탑 조합 (unknown)",tarot_combination,TM_00,TM_16,unknown
TCOMB_TM_00_TM_17,바보+별,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 별의 희망, 영감가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 별의 희망, 영감가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 별의 희망, 영감가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. 같은 원소(unknown)라 에너지가 한 방향으로 모입니다. | summary: 바보+별 조합 (unknown)",tarot_combination,TM_00,TM_17,unknown
TCOMB_TM_00_TM_18,바보+달,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 달의 환상, 무의식가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 달의 환상, 무의식가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 달의 환상, 무의식가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+달 조합 (unknown)",tarot_combination,TM_00,TM_18,unknown
TCOMB_TM_00_TM_19,바보+태양,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 태양의 기쁨, 성공가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 태양의 기쁨, 성공가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 태양의 기쁨, 성공가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+태양 조합 (unknown)",tarot_combination,TM_00,TM_19,unknown
TCOMB_TM_00_TM_20,바보+심판,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 심판의 각성, 부름가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 심판의 각성, 부름가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 심판의 각성, 부름가  재정 흐름을 만듭니다.  | advice: 메이저 아르카나 조합이라 큰 전환/핵심 과제가 강조됩니다. | summary: 바보+심판 조합 (unknown)",tarot_combination,TM_00,TM_20,unknown
TCOMB_TM_00_TM_21,바보+세계,relation: unknown | love: 새로운 시작과 성숙한 완성의 에너지가 동시에 작동합니다. | career: 새 프로젝트의 시작이 큰 성취로 이어질 수 있습니다. | finance: 새 투자나 계획이 완성 단계로 이어질 가능성이 큽니다. | advice: 시작과 마무리를 함께 설계하세요. | summary: 바보+세계 (여정의 시작과 완성),tarot_combination,TM_00,TM_21,unknown
TCOMB_TM_00_TM_cups_10,바보+컵 10,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 10의 가정행복, 완전한사랑가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 10의 가정행복, 완전한사랑가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 10의 가정행복, 완전한사랑가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 10 조합 (unknown)",tarot_combination,TM_00,TM_cups_10,unknown
TCOMB_TM_00_TM_cups_2,바보+컵 2,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 2의 파트너십, 사랑가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 2의 파트너십, 사랑가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 2의 파트너십, 사랑가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 2 조합 (unknown)",tarot_combination,TM_00,TM_cups_2,unknown
TCOMB_TM_00_TM_cups_3,바보+컵 3,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 3의 축하, 우정가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 3의 축하, 우정가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 3의 축하, 우정가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 3 조합 (unknown)",tarot_combination,TM_00,TM_cups_3,unknown
TCOMB_TM_00_TM_cups_4,바보+컵 4,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 4의 무관심, 권태가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 4의 무관심, 권태가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 4의 무관심, 권태가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 4 조합 (unknown)",tarot_combination,TM_00,TM_cups_4,unknown
TCOMB_TM_00_TM_cups_5,바보+컵 5,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 5의 상실, 슬픔가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 5의 상실, 슬픔가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 5의 상실, 슬픔가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 5 조합 (unknown)",tarot_combination,TM_00,TM_cups_5,unknown
TCOMB_TM_00_TM_cups_6,바보+컵 6,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 6의 추억, 향수가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 6의 추억, 향수가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 6의 추억, 향수가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 6 조합 (unknown)",tarot_combination,TM_00,TM_cups_6,unknown
TCOMB_TM_00_TM_cups_7,바보+컵 7,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 7의 환상, 선택가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 7의 환상, 선택가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 7의 환상, 선택가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 7 조합 (unknown)",tarot_combination,TM_00,TM_cups_7,unknown
TCOMB_TM_00_TM_cups_8,바보+컵 8,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 8의 떠남, 포기가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 8의 떠남, 포기가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 8의 떠남, 포기가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 8 조합 (unknown)",tarot_combination,TM_00,TM_cups_8,unknown
TCOMB_TM_00_TM_cups_9,바보+컵 9,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 9의 소원성취, 만족가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 9의 소원성취, 만족가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 9의 소원성취, 만족가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 9 조합 (unknown)",tarot_combination,TM_00,TM_cups_9,unknown
TCOMB_TM_00_TM_cups_ace,바보+컵 unknown?,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown?의 새로운사랑, 감정의시작가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown?의 새로운사랑, 감정의시작가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown?의 새로운사랑, 감정의시작가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 unknown? 조합 (unknown)",tarot_combination,TM_00,TM_cups_ace,unknown
TCOMB_TM_00_TM_cups_king,바보+컵 ?,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 ?의 감정균형, 외교가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 ?의 감정균형, 외교가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 ?의 감정균형, 외교가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 ? 조합 (unknown)",tarot_combination,TM_00,TM_cups_king,unknown
TCOMB_TM_00_TM_cups_knight,바보+컵 unknown,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 낭만, 제안가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 낭만, 제안가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 낭만, 제안가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 unknown 조합 (unknown)",tarot_combination,TM_00,TM_cups_knight,unknown
TCOMB_TM_00_TM_cups_page,바보+컵 unknown,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 감성, 직관가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 감성, 직관가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 감성, 직관가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 unknown 조합 (unknown)",tarot_combination,TM_00,TM_cups_page,unknown
TCOMB_TM_00_TM_cups_queen,바보+컵 unknown,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 공감, 직관가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 공감, 직관가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 컵 unknown의 공감, 직관가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+컵 unknown 조합 (unknown)",tarot_combination,TM_00,TM_cups_queen,unknown
TCOMB_TM_00_TM_pent_10,바보+펜타클 10,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 10의 유산, 가업가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 10의 유산, 가업가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 10의 유산, 가업가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 10 조합 (unknown)",tarot_combination,TM_00,TM_pent_10,unknown
TCOMB_TM_00_TM_pent_2,바보+펜타클 2,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 2의 균형, 적응가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 2의 균형, 적응가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 2의 균형, 적응가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 2 조합 (unknown)",tarot_combination,TM_00,TM_pent_2,unknown
TCOMB_TM_00_TM_pent_3,바보+펜타클 3,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 3의 기술, 협업가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 3의 기술, 협업가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 3의 기술, 협업가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 3 조합 (unknown)",tarot_combination,TM_00,TM_pent_3,unknown
TCOMB_TM_00_TM_pent_4,바보+펜타클 4,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 4의 안정, 보존가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 4의 안정, 보존가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 4의 안정, 보존가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 4 조합 (unknown)",tarot_combination,TM_00,TM_pent_4,unknown
TCOMB_TM_00_TM_pent_5,바보+펜타클 5,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 5의 어려움, 가난가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 5의 어려움, 가난가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 5의 어려움, 가난가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 5 조합 (unknown)",tarot_combination,TM_00,TM_pent_5,unknown
TCOMB_TM_00_TM_pent_6,바보+펜타클 6,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 6의 나눔, 관용가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 6의 나눔, 관용가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 6의 나눔, 관용가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 6 조합 (unknown)",tarot_combination,TM_00,TM_pent_6,unknown
TCOMB_TM_00_TM_pent_7,바보+펜타클 7,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 7의 인내, 성장관찰가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 7의 인내, 성장관찰가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 7의 인내, 성장관찰가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 7 조합 (unknown)",tarot_combination,TM_00,TM_pent_7,unknown
TCOMB_TM_00_TM_pent_8,바보+펜타클 8,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 8의 장인정신, 숙련가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 8의 장인정신, 숙련가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 8의 장인정신, 숙련가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 8 조합 (unknown)",tarot_combination,TM_00,TM_pent_8,unknown
TCOMB_TM_00_TM_pent_9,바보+펜타클 9,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 9의 풍요, 독립가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 9의 풍요, 독립가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 9의 풍요, 독립가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 9 조합 (unknown)",tarot_combination,TM_00,TM_pent_9,unknown
TCOMB_TM_00_TM_pent_ace,바보+펜타클 unknown?,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 unknown?의 새기회, 물질축복가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 unknown?의 새기회, 물질축복가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 unknown?의 새기회, 물질축복가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 unknown? 조합 (unknown)",tarot_combination,TM_00,TM_pent_ace,unknown
TCOMB_TM_00_TM_pent_king,바보+펜타클 ?,"relation: unknown | love: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 ?의 성공, 부가  연애의 흐름을 만듭니다.  | career: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 ?의 성공, 부가  일/커리어에 반영됩니다.  | finance: 바보의 새로운 시작, 순수한 잠재력 그리고 펜타클 ?의 성공, 부가  재정 흐름을 만듭니다.  | advice: 메이저(큰 흐름)와 마이너(현실 디테일)가 함께 작용합니다. | summary: 바보+펜타클 ? 조합 (unknown)",tarot_combination,TM_00,TM_pent_king,unknown
