id,label,desc,type,spread_name,card_count,korean_name,purpose,positions,best_for,difficulty,description
TS_past_life,전생스프레드,"전생스프레드 | purpose: 전생탐구/카르마이해 | positions: 1-전생_2-전생의교훈_3-현생에미친영향_4-해결할카르마_5-치유방법 | best_for: 전생/카르마/영적탐구 | difficulty: 고급 | description: 전생스프레드는 개인의 전생을 탐구하고 카르마를 이해하기 위한 타로 스프레드입니다. 이 스프레드는 다섯 개의 포지션으로 구성되어 있으며, 각 포지션은 전생의 경험과 그로 인해 현재 삶에 미친 영향을 분석하는 데 도움을 줍니다. 특히, 전생에서의 교훈과 해결해야 할 카르마를 파악함으로써 개인의 영적 성장과 치유 방법을 모색할 수 있습니다. 이 스프레드는 고급 수준의 해석이 요구되며, 깊이 있는 영적 탐구를 원하는 이들에게 적합합니다.",tarot_spread,Past_Life,5,전생스프레드,전생탐구/카르마이해,1-전생_2-전생의교훈_3-현생에미친영향_4-해결할카르마_5-치유방법,전생/카르마/영적탐구,고급,"전생스프레드는 개인의 전생을 탐구하고 카르마를 이해하기 위한 타로 스프레드입니다. 이 스프레드는 다섯 개의 포지션으로 구성되어 있으며, 각 포지션은 전생의 경험과 그로 인해 현재 삶에 미친 영향을 분석하는 데 도움을 줍니다. 특히, 전생에서의 교훈과 해결해야 할 카르마를 파악함으로써 개인의 영적 성장과 치유 방법을 모색할 수 있습니다. 이 스프레드는 고급 수준의 해석이 요구되며, 깊이 있는 영적 탐구를 원하는 이들에게 적합합니다."
TS_star,별스프레드,"별스프레드 | purpose: 희망과영감/목표달성 | positions: 1-현재_2-과거영향_3-희망_4-예상못한도움_5-장애물_6-당장할일_7-결과 | best_for: 희망/꿈/목표설정 | difficulty: 중급 | description: 별스프레드는 희망과 영감을 주며 목표 달성을 돕기 위해 고안된 타로 스프레드입니다. 이 스프레드는 현재 상황, 과거의 영향, 희망하는 바, 예상치 못한 도움, 장애물, 당장 해야 할 일, 그리고 결과를 탐구하는 일곱 개의 위치로 구성되어 있습니다. 중급 수준의 이 스프레드는 개인의 꿈과 목표 설정에 특히 유용하며, 각 카드는 내면의 갈등을 해소하고 긍정적인 방향으로 나아갈 수 있는 통찰을 제공합니다. 이를 통해 사용자는 자신의 목표를 명확히 하고, 필요한 조치를 취할 수 있는 기회를 얻게 됩니다.",tarot_spread,Star,7,별스프레드,희망과영감/목표달성,1-현재_2-과거영향_3-희망_4-예상못한도움_5-장애물_6-당장할일_7-결과,희망/꿈/목표설정,중급,"별스프레드는 희망과 영감을 주며 목표 달성을 돕기 위해 고안된 타로 스프레드입니다. 이 스프레드는 현재 상황, 과거의 영향, 희망하는 바, 예상치 못한 도움, 장애물, 당장 해야 할 일, 그리고 결과를 탐구하는 일곱 개의 위치로 구성되어 있습니다. 중급 수준의 이 스프레드는 개인의 꿈과 목표 설정에 특히 유용하며, 각 카드는 내면의 갈등을 해소하고 긍정적인 방향으로 나아갈 수 있는 통찰을 제공합니다. 이를 통해 사용자는 자신의 목표를 명확히 하고, 필요한 조치를 취할 수 있는 기회를 얻게 됩니다."
TS_astrological,점성술스프레드,"점성술스프레드 | purpose: 인생전영역분석/종합운세 | positions: 1-12하우스각영역에대응 | best_for: 종합운세/생일리딩 | difficulty: 고급 | description: 점성술하우스스프레드는 개인의 인생 전반에 걸친 다양한 영역을 분석하는 데 유용한 타로 스프레드입니다. 이 스프레드는 1번부터 12번까지의 하우스에 각각 대응하여, 개인의 운세와 삶의 방향성을 종합적으로 파악할 수 있도록 돕습니다. 특히 생일 리딩과 같은 특별한 순간에 활용하면 더욱 의미 있는 통찰을 제공할 수 있습니다. 그러나 이 스프레드는 고급 수준의 해석이 필요하므로, 경험이 풍부한 점술가에게 의뢰하는 것이 좋습니다.",tarot_spread,Astrological,12,점성술하우스스프레드,인생전영역분석/종합운세,1-12하우스각영역에대응,종합운세/생일리딩,고급,"점성술하우스스프레드는 개인의 인생 전반에 걸친 다양한 영역을 분석하는 데 유용한 타로 스프레드입니다. 이 스프레드는 1번부터 12번까지의 하우스에 각각 대응하여, 개인의 운세와 삶의 방향성을 종합적으로 파악할 수 있도록 돕습니다. 특히 생일 리딩과 같은 특별한 순간에 활용하면 더욱 의미 있는 통찰을 제공할 수 있습니다. 그러나 이 스프레드는 고급 수준의 해석이 필요하므로, 경험이 풍부한 점술가에게 의뢰하는 것이 좋습니다."
TS_mind_body_spirit,심신영혼,"심신영혼 | purpose: 전인적상태점검 | positions: 1-마음상태_2-신체상태_3-영혼상태 | best_for: 건강/균형점검 | difficulty: 초급 | description: 심신영혼스프레드는 개인의 전인적 상태를 점검하기 위한 타로 스프레드입니다. 이 스프레드는 마음, 신체, 영혼의 세 가지 영역을 각각 평가하여 건강과 균형을 확인하는 데 도움을 줍니다. 초급 수준의 이 스프레드는 누구나 쉽게 활용할 수 있으며, 자신의 내면을 돌아보고 필요한 조치를 취하는 데 유용합니다. 이를 통해 보다 조화로운 삶을 영위할 수 있는 방향성을 제시받을 수 있습니다.",tarot_spread,Mind_Body_Spirit,3,심신영혼스프레드,전인적상태점검,1-마음상태_2-신체상태_3-영혼상태,건강/균형점검,초급,"심신영혼스프레드는 개인의 전인적 상태를 점검하기 위한 타로 스프레드입니다. 이 스프레드는 마음, 신체, 영혼의 세 가지 영역을 각각 평가하여 건강과 균형을 확인하는 데 도움을 줍니다. 초급 수준의 이 스프레드는 누구나 쉽게 활용할 수 있으며, 자신의 내면을 돌아보고 필요한 조치를 취하는 데 유용합니다. 이를 통해 보다 조화로운 삶을 영위할 수 있는 방향성을 제시받을 수 있습니다."
TS_situation_action_outcome,상황행동결과,"상황행동결과 | purpose: 구체적조언/행동지침 | positions: 1-현재상황_2-필요한행동_3-예상결과 | best_for: 실질적조언/행동계획 | difficulty: 초급 | description: 상황행동결과스프레드는 현재의 상황을 명확히 이해하고, 그에 따른 행동 지침을 제공하는 타로 스프레드입니다. 이 스프레드는 세 가지 위치로 구성되어 있으며, 첫 번째 위치에서는 현재 상황을 분석하고, 두 번째 위치에서는 필요한 행동을 제시하며, 마지막으로 세 번째 위치에서는 예상되는 결과를 보여줍니다. 초급자에게 적합하며, 실질적인 조언과 행동 계획을 세우는 데 큰 도움이 됩니다. 이를 통해 보다 명확한 방향성을 가지고 문제를 해결할 수 있습니다.",tarot_spread,Situation_Action_Outcome,3,상황행동결과스프레드,구체적조언/행동지침,1-현재상황_2-필요한행동_3-예상결과,실질적조언/행동계획,초급,"상황행동결과스프레드는 현재의 상황을 명확히 이해하고, 그에 따른 행동 지침을 제공하는 타로 스프레드입니다. 이 스프레드는 세 가지 위치로 구성되어 있으며, 첫 번째 위치에서는 현재 상황을 분석하고, 두 번째 위치에서는 필요한 행동을 제시하며, 마지막으로 세 번째 위치에서는 예상되는 결과를 보여줍니다. 초급자에게 적합하며, 실질적인 조언과 행동 계획을 세우는 데 큰 도움이 됩니다. 이를 통해 보다 명확한 방향성을 가지고 문제를 해결할 수 있습니다."
TS_cross,크로스,"크로스 | purpose: 균형잡힌분석 | positions: 1-중심주제_2-도전_3-조언_4-결과 | best_for: 빠른종합분석 | difficulty: 초급 | description: 단순십자스프레드는 타로 카드의 기본적인 배열 중 하나로, 균형 잡힌 분석을 통해 현재 상황을 명확히 이해할 수 있도록 돕습니다. 이 스프레드는 중심 주제, 도전, 조언, 결과의 네 가지 위치로 구성되어 있어, 각 카드가 서로 연결되어 깊이 있는 통찰을 제공합니다. 초급자에게도 적합하여 빠르게 종합적인 분석을 원할 때 유용하게 활용할 수 있습니다. 이 스프레드를 통해 자신의 상황을 객관적으로 바라보고, 필요한 조치를 취하는 데 도움을 받을 수 있습니다.",tarot_spread,Simple_Cross,4,단순십자스프레드,균형잡힌분석,1-중심주제_2-도전_3-조언_4-결과,빠른종합분석,초급,"단순십자스프레드는 타로 카드의 기본적인 배열 중 하나로, 균형 잡힌 분석을 통해 현재 상황을 명확히 이해할 수 있도록 돕습니다. 이 스프레드는 중심 주제, 도전, 조언, 결과의 네 가지 위치로 구성되어 있어, 각 카드가 서로 연결되어 깊이 있는 통찰을 제공합니다. 초급자에게도 적합하여 빠르게 종합적인 분석을 원할 때 유용하게 활용할 수 있습니다. 이 스프레드를 통해 자신의 상황을 객관적으로 바라보고, 필요한 조치를 취하는 데 도움을 받을 수 있습니다."
TS_pyramid,피라미드,"피라미드 | purpose: 단계적성장/목표달성 | positions: 1-기초_2_3-중간단계_4_5_6-정상 | best_for: 목표설정/성장계획 | difficulty: 중급 | description: 피라미드스프레드는 단계적 성장과 목표 달성을 위한 타로 스프레드입니다. 이 스프레드는 기초 단계에서 시작하여 중간 단계와 정상에 이르는 구조를 가지고 있어, 각 단계에서 필요한 통찰을 제공합니다. 목표 설정과 성장 계획을 세우는 데 특히 유용하며, 중급 수준의 사용자에게 적합합니다. 각 포지션은 개인의 발전을 위한 중요한 요소를 강조하여, 체계적인 접근을 가능하게 합니다.",tarot_spread,Pyramid,6,피라미드스프레드,단계적성장/목표달성,1-기초_2_3-중간단계_4_5_6-정상,목표설정/성장계획,중급,"피라미드스프레드는 단계적 성장과 목표 달성을 위한 타로 스프레드입니다. 이 스프레드는 기초 단계에서 시작하여 중간 단계와 정상에 이르는 구조를 가지고 있어, 각 단계에서 필요한 통찰을 제공합니다. 목표 설정과 성장 계획을 세우는 데 특히 유용하며, 중급 수준의 사용자에게 적합합니다. 각 포지션은 개인의 발전을 위한 중요한 요소를 강조하여, 체계적인 접근을 가능하게 합니다."
TS_saju,사주스프레드,"사주스프레드 | purpose: 사주와타로통합/동서양융합 | positions: 1-년주_2-월주_3-일주_4-시주 | best_for: 사주와타로통합/운세 | difficulty: 중급 | description: 사주연계스프레드는 사주와 타로를 통합하여 개인의 운세를 분석하는 독특한 방법입니다. 이 스프레드는 네 가지 주요 위치인 년주, 월주, 일주, 시주를 통해 개인의 삶의 흐름과 에너지를 파악하는 데 도움을 줍니다. 동서양의 지혜를 융합하여, 보다 깊이 있는 통찰을 제공하며, 중급 수준의 사용자에게 적합합니다. 이를 통해 자신의 운세를 보다 명확하게 이해하고, 삶의 방향성을 잡는 데 유용한 도구가 될 것입니다.",tarot_spread,Saju_Four_Pillars,4,사주연계스프레드,사주와타로통합/동서양융합,1-년주_2-월주_3-일주_4-시주,사주와타로통합/운세,중급,"사주연계스프레드는 사주와 타로를 통합하여 개인의 운세를 분석하는 독특한 방법입니다. 이 스프레드는 네 가지 주요 위치인 년주, 월주, 일주, 시주를 통해 개인의 삶의 흐름과 에너지를 파악하는 데 도움을 줍니다. 동서양의 지혜를 융합하여, 보다 깊이 있는 통찰을 제공하며, 중급 수준의 사용자에게 적합합니다. 이를 통해 자신의 운세를 보다 명확하게 이해하고, 삶의 방향성을 잡는 데 유용한 도구가 될 것입니다."
TS_elemental,원소스프레드,"원소스프레드 | purpose: 원소적균형/에너지점검 | positions: 1-불_2-물_3-공기_4-흙 | best_for: 에너지균형/원소점검 | difficulty: 중급 | description: 사원소스프레드는 원소적 균형을 점검하고 에너지를 조화롭게 조절하기 위한 타로 스프레드입니다. 이 스프레드는 불, 물, 공기, 흙의 네 가지 원소를 각각의 포지션에 배치하여, 개인의 에너지 상태를 진단하고 필요한 조치를 취할 수 있도록 돕습니다. 중급 수준의 이 스프레드는 에너지 균형을 유지하고 원소의 영향을 이해하고자 하는 이들에게 적합합니다. 각 원소의 특성을 통해 내면의 상태를 점검하고, 균형을 맞추는 데 유용한 도구가 될 것입니다.",tarot_spread,Elemental,4,사원소스프레드,원소적균형/에너지점검,1-불_2-물_3-공기_4-흙,에너지균형/원소점검,중급,"사원소스프레드는 원소적 균형을 점검하고 에너지를 조화롭게 조절하기 위한 타로 스프레드입니다. 이 스프레드는 불, 물, 공기, 흙의 네 가지 원소를 각각의 포지션에 배치하여, 개인의 에너지 상태를 진단하고 필요한 조치를 취할 수 있도록 돕습니다. 중급 수준의 이 스프레드는 에너지 균형을 유지하고 원소의 영향을 이해하고자 하는 이들에게 적합합니다. 각 원소의 특성을 통해 내면의 상태를 점검하고, 균형을 맞추는 데 유용한 도구가 될 것입니다."
TS_weekly,주간스프레드,"주간스프레드 | purpose: 한주의흐름 | positions: 월-일요일각카드 | best_for: 주간계획/짧은예측 | difficulty: 초급 | description: 주간스프레드는 매주 월요일부터 일요일까지의 흐름을 파악하는 데 유용한 타로 스프레드입니다. 이 스프레드는 각 요일에 해당하는 카드를 통해 한 주의 계획을 세우고 짧은 예측을 할 수 있도록 도와줍니다. 초급자도 쉽게 활용할 수 있어, 매주 자신의 상황을 점검하고 조언을 받을 수 있는 좋은 방법입니다. 주간운세스프레드를 통해 더 나은 결정을 내리고, 일주일을 보다 의미 있게 보낼 수 있습니다.",tarot_spread,Weekly,7,주간운세스프레드,한주의흐름,월-일요일각카드,주간계획/짧은예측,초급,"주간스프레드는 매주 월요일부터 일요일까지의 흐름을 파악하는 데 유용한 타로 스프레드입니다. 이 스프레드는 각 요일에 해당하는 카드를 통해 한 주의 계획을 세우고 짧은 예측을 할 수 있도록 도와줍니다. 초급자도 쉽게 활용할 수 있어, 매주 자신의 상황을 점검하고 조언을 받을 수 있는 좋은 방법입니다. 주간운세스프레드를 통해 더 나은 결정을 내리고, 일주일을 보다 의미 있게 보낼 수 있습니다."
