id,ganji,pillar,category,description
월주_경오,경오,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 결단·분석·지도력 및 열정·표현·리더십 성향의 조합 에너지가 나타난다.
일주_경오,경오,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 결단·분석·지도력 및 열정·표현·리더십 성향의 조합 성향이 강하다."
시주_경오,경오,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 결단·분석·지도력 및 열정·표현·리더십 성향의 조합 에너지가 결실로 나타난다.
년주_신미,신미,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세련·판단·감각형 및 예술·감성·안정 성향의 조합 기운이 드러난다."
월주_신미,신미,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세련·판단·감각형 및 예술·감성·안정 성향의 조합 에너지가 나타난다.
일주_신미,신미,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세련·판단·감각형 및 예술·감성·안정 성향의 조합 성향이 강하다."
시주_신미,신미,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세련·판단·감각형 및 예술·감성·안정 성향의 조합 에너지가 결실로 나타난다.
년주_임신,임신,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 통찰·포용·창의형 및 혁신·개혁·결단 성향의 조합 기운이 드러난다."
월주_임신,임신,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 통찰·포용·창의형 및 혁신·개혁·결단 성향의 조합 에너지가 나타난다.
일주_임신,임신,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 통찰·포용·창의형 및 혁신·개혁·결단 성향의 조합 성향이 강하다."
시주_임신,임신,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 통찰·포용·창의형 및 혁신·개혁·결단 성향의 조합 에너지가 결실로 나타난다.
년주_계유,계유,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 직관·감정·사색형 및 수확·정돈·분석력 성향의 조합 기운이 드러난다."
월주_계유,계유,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 직관·감정·사색형 및 수확·정돈·분석력 성향의 조합 에너지가 나타난다.
일주_계유,계유,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 직관·감정·사색형 및 수확·정돈·분석력 성향의 조합 성향이 강하다."
시주_계유,계유,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 직관·감정·사색형 및 수확·정돈·분석력 성향의 조합 에너지가 결실로 나타난다.
년주_갑술,갑술,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 주도적·리더형·성장추진 및 책임·성실·통제 성향의 조합 기운이 드러난다."
월주_갑술,갑술,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 주도적·리더형·성장추진 및 책임·성실·통제 성향의 조합 에너지가 나타난다.
일주_갑술,갑술,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 주도적·리더형·성장추진 및 책임·성실·통제 성향의 조합 성향이 강하다."
시주_갑술,갑술,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 주도적·리더형·성장추진 및 책임·성실·통제 성향의 조합 에너지가 결실로 나타난다.
년주_을해,을해,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 예술적·협조적·소통형 및 포용·직관·종교성 성향의 조합 기운이 드러난다."
월주_을해,을해,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 예술적·협조적·소통형 및 포용·직관·종교성 성향의 조합 에너지가 나타난다.
일주_을해,을해,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 예술적·협조적·소통형 및 포용·직관·종교성 성향의 조합 성향이 강하다."
시주_을해,을해,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 예술적·협조적·소통형 및 포용·직관·종교성 성향의 조합 에너지가 결실로 나타난다.
년주_병자,병자,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 열정적·표현력·목표지향 및 사고·지혜·감정표현 성향의 조합 기운이 드러난다."
월주_병자,병자,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 열정적·표현력·목표지향 및 사고·지혜·감정표현 성향의 조합 에너지가 나타난다.
일주_병자,병자,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 열정적·표현력·목표지향 및 사고·지혜·감정표현 성향의 조합 성향이 강하다."
시주_병자,병자,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 열정적·표현력·목표지향 및 사고·지혜·감정표현 성향의 조합 에너지가 결실로 나타난다.
년주_정축,정축,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 감성적·지적·내면표현 및 근면·실속·인내 성향의 조합 기운이 드러난다."
월주_정축,정축,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 감성적·지적·내면표현 및 근면·실속·인내 성향의 조합 에너지가 나타난다.
일주_정축,정축,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 감성적·지적·내면표현 및 근면·실속·인내 성향의 조합 성향이 강하다."
시주_정축,정축,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 감성적·지적·내면표현 및 근면·실속·인내 성향의 조합 에너지가 결실로 나타난다.
년주_무인,무인,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 실질·안정·현실형 및 추진력·개척·시작 성향의 조합 기운이 드러난다."
월주_무인,무인,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 실질·안정·현실형 및 추진력·개척·시작 성향의 조합 에너지가 나타난다.
일주_무인,무인,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 실질·안정·현실형 및 추진력·개척·시작 성향의 조합 성향이 강하다."
시주_무인,무인,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 실질·안정·현실형 및 추진력·개척·시작 성향의 조합 에너지가 결실로 나타난다.
년주_기묘,기묘,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세밀·조율·중재형 및 교류·감성·예술성 성향의 조합 기운이 드러난다."
월주_기묘,기묘,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세밀·조율·중재형 및 교류·감성·예술성 성향의 조합 에너지가 나타난다.
일주_기묘,기묘,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세밀·조율·중재형 및 교류·감성·예술성 성향의 조합 성향이 강하다."
시주_기묘,기묘,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세밀·조율·중재형 및 교류·감성·예술성 성향의 조합 에너지가 결실로 나타난다.
년주_경진,경진,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 결단·분석·지도력 및 융합·전환·실행력 성향의 조합 기운이 드러난다."
월주_경진,경진,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 결단·분석·지도력 및 융합·전환·실행력 성향의 조합 에너지가 나타난다.
일주_경진,경진,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 결단·분석·지도력 및 융합·전환·실행력 성향의 조합 성향이 강하다."
시주_경진,경진,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 결단·분석·지도력 및 융합·전환·실행력 성향의 조합 에너지가 결실로 나타난다.
년주_신사,신사,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세련·판단·감각형 및 통찰·명예·변화 성향의 조합 기운이 드러난다."
월주_신사,신사,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세련·판단·감각형 및 통찰·명예·변화 성향의 조합 에너지가 나타난다.
일주_신사,신사,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세련·판단·감각형 및 통찰·명예·변화 성향의 조합 성향이 강하다."
시주_신사,신사,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세련·판단·감각형 및 통찰·명예·변화 성향의 조합 에너지가 결실로 나타난다.
년주_임오,임오,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 통찰·포용·창의형 및 열정·표현·리더십 성향의 조합 기운이 드러난다."
월주_임오,임오,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 통찰·포용·창의형 및 열정·표현·리더십 성향의 조합 에너지가 나타난다.
일주_임오,임오,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 통찰·포용·창의형 및 열정·표현·리더십 성향의 조합 성향이 강하다."
시주_임오,임오,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 통찰·포용·창의형 및 열정·표현·리더십 성향의 조합 에너지가 결실로 나타난다.
년주_계미,계미,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 직관·감정·사색형 및 예술·감성·안정 성향의 조합 기운이 드러난다."
월주_계미,계미,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 직관·감정·사색형 및 예술·감성·안정 성향의 조합 에너지가 나타난다.
일주_계미,계미,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 직관·감정·사색형 및 예술·감성·안정 성향의 조합 성향이 강하다."
시주_계미,계미,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 직관·감정·사색형 및 예술·감성·안정 성향의 조합 에너지가 결실로 나타난다.
년주_갑신,갑신,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 주도적·리더형·성장추진 및 혁신·개혁·결단 성향의 조합 기운이 드러난다."
월주_갑신,갑신,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 주도적·리더형·성장추진 및 혁신·개혁·결단 성향의 조합 에너지가 나타난다.
일주_갑신,갑신,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 주도적·리더형·성장추진 및 혁신·개혁·결단 성향의 조합 성향이 강하다."
시주_갑신,갑신,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 주도적·리더형·성장추진 및 혁신·개혁·결단 성향의 조합 에너지가 결실로 나타난다.
년주_을유,을유,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 예술적·협조적·소통형 및 수확·정돈·분석력 성향의 조합 기운이 드러난다."
월주_을유,을유,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 예술적·협조적·소통형 및 수확·정돈·분석력 성향의 조합 에너지가 나타난다.
일주_을유,을유,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 예술적·협조적·소통형 및 수확·정돈·분석력 성향의 조합 성향이 강하다."
시주_을유,을유,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 예술적·협조적·소통형 및 수확·정돈·분석력 성향의 조합 에너지가 결실로 나타난다.
년주_병술,병술,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 열정적·표현력·목표지향 및 책임·성실·통제 성향의 조합 기운이 드러난다."
월주_병술,병술,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 열정적·표현력·목표지향 및 책임·성실·통제 성향의 조합 에너지가 나타난다.
일주_병술,병술,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 열정적·표현력·목표지향 및 책임·성실·통제 성향의 조합 성향이 강하다."
시주_병술,병술,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 열정적·표현력·목표지향 및 책임·성실·통제 성향의 조합 에너지가 결실로 나타난다.
년주_정해,정해,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 감성적·지적·내면표현 및 포용·직관·종교성 성향의 조합 기운이 드러난다."
월주_정해,정해,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 감성적·지적·내면표현 및 포용·직관·종교성 성향의 조합 에너지가 나타난다.
일주_정해,정해,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 감성적·지적·내면표현 및 포용·직관·종교성 성향의 조합 성향이 강하다."
시주_정해,정해,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 감성적·지적·내면표현 및 포용·직관·종교성 성향의 조합 에너지가 결실로 나타난다.
년주_무자,무자,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 실질·안정·현실형 및 사고·지혜·감정표현 성향의 조합 기운이 드러난다."
월주_무자,무자,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 실질·안정·현실형 및 사고·지혜·감정표현 성향의 조합 에너지가 나타난다.
일주_무자,무자,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 실질·안정·현실형 및 사고·지혜·감정표현 성향의 조합 성향이 강하다."
시주_무자,무자,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 실질·안정·현실형 및 사고·지혜·감정표현 성향의 조합 에너지가 결실로 나타난다.
년주_기축,기축,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세밀·조율·중재형 및 근면·실속·인내 성향의 조합 기운이 드러난다."
월주_기축,기축,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세밀·조율·중재형 및 근면·실속·인내 성향의 조합 에너지가 나타난다.
일주_기축,기축,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세밀·조율·중재형 및 근면·실속·인내 성향의 조합 성향이 강하다."
시주_기축,기축,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세밀·조율·중재형 및 근면·실속·인내 성향의 조합 에너지가 결실로 나타난다.
년주_경인,경인,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 결단·분석·지도력 및 추진력·개척·시작 성향의 조합 기운이 드러난다."
월주_경인,경인,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 결단·분석·지도력 및 추진력·개척·시작 성향의 조합 에너지가 나타난다.
일주_경인,경인,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 결단·분석·지도력 및 추진력·개척·시작 성향의 조합 성향이 강하다."
시주_경인,경인,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 결단·분석·지도력 및 추진력·개척·시작 성향의 조합 에너지가 결실로 나타난다.
년주_신묘,신묘,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세련·판단·감각형 및 교류·감성·예술성 성향의 조합 기운이 드러난다."
월주_신묘,신묘,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세련·판단·감각형 및 교류·감성·예술성 성향의 조합 에너지가 나타난다.
일주_신묘,신묘,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세련·판단·감각형 및 교류·감성·예술성 성향의 조합 성향이 강하다."
시주_신묘,신묘,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세련·판단·감각형 및 교류·감성·예술성 성향의 조합 에너지가 결실로 나타난다.
년주_임진,임진,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 통찰·포용·창의형 및 융합·전환·실행력 성향의 조합 기운이 드러난다."
월주_임진,임진,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 통찰·포용·창의형 및 융합·전환·실행력 성향의 조합 에너지가 나타난다.
일주_임진,임진,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 통찰·포용·창의형 및 융합·전환·실행력 성향의 조합 성향이 강하다."
시주_임진,임진,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 통찰·포용·창의형 및 융합·전환·실행력 성향의 조합 에너지가 결실로 나타난다.
년주_계사,계사,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 직관·감정·사색형 및 통찰·명예·변화 성향의 조합 기운이 드러난다."
월주_계사,계사,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 직관·감정·사색형 및 통찰·명예·변화 성향의 조합 에너지가 나타난다.
일주_계사,계사,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 직관·감정·사색형 및 통찰·명예·변화 성향의 조합 성향이 강하다."
시주_계사,계사,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 직관·감정·사색형 및 통찰·명예·변화 성향의 조합 에너지가 결실로 나타난다.
년주_갑오,갑오,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 주도적·리더형·성장추진 및 열정·표현·리더십 성향의 조합 기운이 드러난다."
월주_갑오,갑오,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 주도적·리더형·성장추진 및 열정·표현·리더십 성향의 조합 에너지가 나타난다.
일주_갑오,갑오,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 주도적·리더형·성장추진 및 열정·표현·리더십 성향의 조합 성향이 강하다."
시주_갑오,갑오,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 주도적·리더형·성장추진 및 열정·표현·리더십 성향의 조합 에너지가 결실로 나타난다.
년주_을미,을미,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 예술적·협조적·소통형 및 예술·감성·안정 성향의 조합 기운이 드러난다."
월주_을미,을미,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 예술적·협조적·소통형 및 예술·감성·안정 성향의 조합 에너지가 나타난다.
일주_을미,을미,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 예술적·협조적·소통형 및 예술·감성·안정 성향의 조합 성향이 강하다."
시주_을미,을미,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 예술적·협조적·소통형 및 예술·감성·안정 성향의 조합 에너지가 결실로 나타난다.
